date,scheme_code,nav
2015-04-04,118551,10.0283
2015-04-05,118551,10.0283
2015-04-06,118551,10.0283
2015-04-07,118551,10.0283
2015-04-08,118551,10.0283
2015-04-09,118551,10.0081
2015-04-10,118551,10.0081
2015-04-11,118551,10.0081
2015-04-12,118551,10.0081
2015-04-13,118551,10.0081
2015-04-14,118551,10.0081
2015-04-15,118551,10.0081
2015-04-16,118551,9.9612
2015-04-17,118551,9.9612
2015-04-18,118551,9.9612
2015-04-19,118551,9.9612
2015-04-20,118551,9.9612
2015-04-21,118551,9.9612
2015-04-22,118551,9.9612
2015-04-23,118551,9.941
2015-04-24,118551,9.941
2015-04-25,118551,9.941
2015-04-26,118551,9.941
2015-04-27,118551,9.941
2015-04-28,118551,9.941
2015-04-29,118551,9.941
2015-04-30,118551,9.9883
2015-05-01,118551,9.9883
2015-05-02,118551,9.9883
2015-05-03,118551,9.9883
2015-05-04,118551,9.9883
2015-05-05,118551,9.9883
2015-05-06,118551,9.9883
2015-05-07,118551,9.9278
2015-05-08,118551,9.9278
2015-05-09,118551,9.9278
2015-05-10,118551,9.9278
2015-05-11,118551,9.9278
2015-05-12,118551,9.9278
2015-05-13,118551,9.9278
2015-05-14,118551,9.9919
2015-05-15,118551,9.9919
2015-05-16,118551,9.9919
2015-05-17,118551,9.9919
2015-05-18,118551,9.9919
2015-05-19,118551,9.9919
2015-05-20,118551,9.9919
2015-05-21,118551,10.1664
2015-05-22,118551,10.1664
2015-05-23,118551,10.1664
2015-05-24,118551,10.1664
2015-05-25,118551,10.1664
2015-05-26,118551,10.1664
2015-05-27,118551,10.1664
2015-05-28,118551,10.1654
2015-05-29,118551,10.1654
2015-05-30,118551,10.1654
2015-05-31,118551,10.1654
2015-06-01,118551,10.1654
2015-06-02,118551,10.1654
2015-06-03,118551,10.1654
2015-06-04,118551,10.0602
2015-06-05,118551,10.0602
2015-06-06,118551,10.0602
2015-06-07,118551,10.0602
2015-06-08,118551,10.0602
2015-06-09,118551,10.0602
2015-06-10,118551,10.0602
2015-06-11,118551,9.956
2015-06-12,118551,9.956
2015-06-13,118551,9.956
2015-06-14,118551,9.956
2015-06-15,118551,9.956
2015-06-16,118551,9.956
2015-06-17,118551,9.956
2015-06-18,118551,10.0218
2015-06-19,118551,10.0218
2015-06-20,118551,10.0218
2015-06-21,118551,10.0218
2015-06-22,118551,10.0218
2015-06-23,118551,10.0218
2015-06-24,118551,10.0218
2015-06-25,118551,10.021
2015-06-26,118551,10.021
2015-06-27,118551,10.021
2015-06-28,118551,10.021
2015-06-29,118551,10.021
2015-06-30,118551,10.021
2015-07-01,118551,10.021
2015-07-02,118551,10.0953
2015-07-03,118551,10.0953
2015-07-04,118551,10.0953
2015-07-05,118551,10.0953
2015-07-06,118551,10.0953
2015-07-07,118551,10.0953
2015-07-08,118551,10.0953
2015-07-09,118551,10.0563
2015-07-10,118551,10.0563
2015-07-11,118551,10.0563
2015-07-12,118551,10.0563
2015-07-13,118551,10.0563
2015-07-14,118551,10.0563
2015-07-15,118551,10.0563
2015-07-16,118551,10.1271
2015-07-17,118551,10.1271
2015-07-18,118551,10.1271
2015-07-19,118551,10.1271
2015-07-20,118551,10.1271
2015-07-21,118551,10.1271
2015-07-22,118551,10.1271
2015-07-23,118551,10.1183
2015-07-24,118551,10.1183
2015-07-25,118551,10.1183
2015-07-26,118551,10.1183
2015-07-27,118551,10.1183
2015-07-28,118551,10.1183
2015-07-29,118551,10.1183
2015-07-30,118551,10.0631
2015-07-31,118551,10.0631
2015-08-01,118551,10.0631
2015-08-02,118551,10.0631
2015-08-03,118551,10.0631
2015-08-04,118551,10.0631
2015-08-05,118551,10.0631
2015-08-06,118551,10.0348
2015-08-07,118551,10.0348
2015-08-08,118551,10.0348
2015-08-09,118551,10.0348
2015-08-10,118551,10.0348
2015-08-11,118551,10.0348
2015-08-12,118551,10.0348
2015-08-13,118551,9.9427
2015-08-14,118551,9.9427
2015-08-15,118551,9.9427
2015-08-16,118551,9.9427
2015-08-17,118551,9.9427
2015-08-18,118551,9.9427
2015-08-19,118551,9.9427
2015-08-20,118551,10.105
2015-08-21,118551,10.105
2015-08-22,118551,10.105
2015-08-23,118551,10.105
2015-08-24,118551,10.105
2015-08-25,118551,10.105
2015-08-26,118551,10.105
2015-08-27,118551,10.1012
2015-08-28,118551,10.1012
2015-08-29,118551,10.1012
2015-08-30,118551,10.1012
2015-08-31,118551,10.1012
2015-09-01,118551,10.1012
2015-09-02,118551,10.1012
2015-09-03,118551,10.1573
2015-09-04,118551,10.1573
2015-09-05,118551,10.1573
2015-09-06,118551,10.1573
2015-09-07,118551,10.1573
2015-09-08,118551,10.1573
2015-09-09,118551,10.1573
2015-09-10,118551,10.1178
2015-09-11,118551,10.1178
2015-09-12,118551,10.1178
2015-09-13,118551,10.1178
2015-09-14,118551,10.1178
2015-09-15,118551,10.1178
2015-09-16,118551,10.1178
2015-09-17,118551,10.0367
2015-09-18,118551,10.0367
2015-09-19,118551,10.0367
2015-09-20,118551,10.0367
2015-09-21,118551,10.0367
2015-09-22,118551,10.0367
2015-09-23,118551,10.0367
2015-09-24,118551,10.0219
2015-09-25,118551,10.0219
2015-09-26,118551,10.0219
2015-09-27,118551,10.0219
2015-09-28,118551,10.0219
2015-09-29,118551,10.0219
2015-09-30,118551,10.0219
2015-10-01,118551,10.1142
2015-10-02,118551,10.1142
2015-10-03,118551,10.1142
2015-10-04,118551,10.1142
2015-10-05,118551,10.1142
2015-10-06,118551,10.1142
2015-10-07,118551,10.1142
2015-10-08,118551,10.0761
2015-10-09,118551,10.0761
2015-10-10,118551,10.0761
2015-10-11,118551,10.0761
2015-10-12,118551,10.0761
2015-10-13,118551,10.0761
2015-10-14,118551,10.0761
2015-10-15,118551,10.01
2015-10-16,118551,10.01
2015-10-17,118551,10.01
2015-10-18,118551,10.01
2015-10-19,118551,10.01
2015-10-20,118551,10.01
2015-10-21,118551,10.01
2015-10-22,118551,10.0264
2015-10-23,118551,10.0264
2015-10-24,118551,10.0264
2015-10-25,118551,10.0264
2015-10-26,118551,10.0264
2015-10-27,118551,10.0264
2015-10-28,118551,10.0264
2015-10-29,118551,10.0705
2015-10-30,118551,10.0705
2015-10-31,118551,10.0705
2015-11-01,118551,10.0705
2015-11-02,118551,10.0705
2015-11-03,118551,10.0705
2015-11-04,118551,10.0705
2015-11-05,118551,10.2069
2015-11-06,118551,10.2069
2015-11-07,118551,10.2069
2015-11-08,118551,10.2069
2015-11-09,118551,10.2069
2015-11-10,118551,10.2069
2015-11-11,118551,10.2069
2015-11-12,118551,10.2398
2015-11-13,118551,10.2398
2015-11-14,118551,10.2398
2015-11-15,118551,10.2398
2015-11-16,118551,10.2398
2015-11-17,118551,10.2398
2015-11-18,118551,10.2398
2015-11-19,118551,10.2967
2015-11-20,118551,10.2967
2015-11-21,118551,10.2967
2015-11-22,118551,10.2967
2015-11-23,118551,10.2967
2015-11-24,118551,10.2967
2015-11-25,118551,10.2967
2015-11-26,118551,10.36
2015-11-27,118551,10.36
2015-11-28,118551,10.36
2015-11-29,118551,10.36
2015-11-30,118551,10.36
2015-12-01,118551,10.36
2015-12-02,118551,10.36
2015-12-03,118551,10.2686
2015-12-04,118551,10.2686
2015-12-05,118551,10.2686
2015-12-06,118551,10.2686
2015-12-07,118551,10.2686
2015-12-08,118551,10.2686
2015-12-09,118551,10.2686
2015-12-10,118551,10.1936
2015-12-11,118551,10.1936
2015-12-12,118551,10.1936
2015-12-13,118551,10.1936
2015-12-14,118551,10.1936
2015-12-15,118551,10.1936
2015-12-16,118551,10.1936
2015-12-17,118551,10.1093
2015-12-18,118551,10.1093
2015-12-19,118551,10.1093
2015-12-20,118551,10.1093
2015-12-21,118551,10.1093
2015-12-22,118551,10.1093
2015-12-23,118551,10.1093
2015-12-24,118551,10.0056
2015-12-25,118551,10.0056
2015-12-26,118551,10.0056
2015-12-27,118551,10.0056
2015-12-28,118551,10.0056
2015-12-29,118551,10.0056
2015-12-30,118551,10.0056
2015-12-31,118551,10.0733
2016-01-01,118551,10.0733
2016-01-02,118551,10.0733
2016-01-03,118551,10.0733
2016-01-04,118551,10.0733
2016-01-05,118551,10.0733
2016-01-06,118551,10.0733
2016-01-07,118551,10.1007
2016-01-08,118551,10.1007
2016-01-09,118551,10.1007
2016-01-10,118551,10.1007
2016-01-11,118551,10.1007
2016-01-12,118551,10.1007
2016-01-13,118551,10.1007
2016-01-14,118551,10.1111
2016-01-15,118551,10.1111
2016-01-16,118551,10.1111
2016-01-17,118551,10.1111
2016-01-18,118551,10.1111
2016-01-19,118551,10.1111
2016-01-20,118551,10.1111
2016-01-21,118551,9.9054
2016-01-22,118551,9.9054
2016-01-23,118551,9.9054
2016-01-24,118551,9.9054
2016-01-25,118551,9.9054
2016-01-26,118551,9.9054
2016-01-27,118551,9.9054
2016-01-28,118551,10.0723
2016-01-29,118551,10.0723
2016-01-30,118551,10.0723
2016-01-31,118551,10.0723
2016-02-01,118551,10.0723
2016-02-02,118551,10.0723
2016-02-03,118551,10.0723
2016-02-04,118551,10.0043
2016-02-05,118551,10.0043
2016-02-06,118551,10.0043
2016-02-07,118551,10.0043
2016-02-08,118551,10.0043
2016-02-09,118551,10.0043
2016-02-10,118551,10.0043
2016-02-11,118551,10.1725
2016-02-12,118551,10.1725
2016-02-13,118551,10.1725
2016-02-14,118551,10.1725
2016-02-15,118551,10.1725
2016-02-16,118551,10.1725
2016-02-17,118551,10.1725
2016-02-18,118551,10.0586
2016-02-19,118551,10.0586
2016-02-20,118551,10.0586
2016-02-21,118551,10.0586
2016-02-22,118551,10.0586
2016-02-23,118551,10.0586
2016-02-24,118551,10.0586
2016-02-25,118551,9.9973
2016-02-26,118551,9.9973
2016-02-27,118551,9.9973
2016-02-28,118551,9.9973
2016-02-29,118551,9.9973
2016-03-01,118551,9.9973
2016-03-02,118551,9.9973
2016-03-03,118551,9.8251
2016-03-04,118551,9.8251
2016-03-05,118551,9.8251
2016-03-06,118551,9.8251
2016-03-07,118551,9.8251
2016-03-08,118551,9.8251
2016-03-09,118551,9.8251
2016-03-10,118551,9.8575
2016-03-11,118551,9.8575
2016-03-12,118551,9.8575
2016-03-13,118551,9.8575
2016-03-14,118551,9.8575
2016-03-15,118551,9.8575
2016-03-16,118551,9.8575
2016-03-17,118551,9.7746
2016-03-18,118551,9.7746
2016-03-19,118551,9.7746
2016-03-20,118551,9.7746
2016-03-21,118551,9.7746
2016-03-22,118551,9.7746
2016-03-23,118551,9.7746
2016-03-24,118551,9.6946
2016-03-25,118551,9.6946
2016-03-26,118551,9.6946
2016-03-27,118551,9.6946
2016-03-28,118551,9.6946
2016-03-29,118551,9.6946
2016-03-30,118551,9.6946
2016-03-31,118551,9.592
2016-04-01,118551,9.592
2016-04-02,118551,9.592
2016-04-03,118551,9.592
2016-04-04,118551,9.592
2016-04-05,118551,9.592
2016-04-06,118551,9.592
2016-04-07,118551,9.6555
2016-04-08,118551,9.6555
2016-04-09,118551,9.6555
2016-04-10,118551,9.6555
2016-04-11,118551,9.6555
2016-04-12,118551,9.6555
2016-04-13,118551,9.6555
2016-04-14,118551,9.7143
2016-04-15,118551,9.7143
2016-04-16,118551,9.7143
2016-04-17,118551,9.7143
2016-04-18,118551,9.7143
2016-04-19,118551,9.7143
2016-04-20,118551,9.7143
2016-04-21,118551,9.859
2016-04-22,118551,9.859
2016-04-23,118551,9.859
2016-04-24,118551,9.859
2016-04-25,118551,9.859
2016-04-26,118551,9.859
2016-04-27,118551,9.859
2016-04-28,118551,9.8089
2016-04-29,118551,9.8089
2016-04-30,118551,9.8089
2016-05-01,118551,9.8089
2016-05-02,118551,9.8089
2016-05-03,118551,9.8089
2016-05-04,118551,9.8089
2016-05-05,118551,9.83
2016-05-06,118551,9.83
2016-05-07,118551,9.83
2016-05-08,118551,9.83
2016-05-09,118551,9.83
2016-05-10,118551,9.83
2016-05-11,118551,9.83
2016-05-12,118551,9.7325
2016-05-13,118551,9.7325
2016-05-14,118551,9.7325
2016-05-15,118551,9.7325
2016-05-16,118551,9.7325
2016-05-17,118551,9.7325
2016-05-18,118551,9.7325
2016-05-19,118551,9.7103
2016-05-20,118551,9.7103
2016-05-21,118551,9.7103
2016-05-22,118551,9.7103
2016-05-23,118551,9.7103
2016-05-24,118551,9.7103
2016-05-25,118551,9.7103
2016-05-26,118551,9.6739
2016-05-27,118551,9.6739
2016-05-28,118551,9.6739
2016-05-29,118551,9.6739
2016-05-30,118551,9.6739
2016-05-31,118551,9.6739
2016-06-01,118551,9.6739
2016-06-02,118551,9.7137
2016-06-03,118551,9.7137
2016-06-04,118551,9.7137
2016-06-05,118551,9.7137
2016-06-06,118551,9.7137
2016-06-07,118551,9.7137
2016-06-08,118551,9.7137
2016-06-09,118551,9.7966
2016-06-10,118551,9.7966
2016-06-11,118551,9.7966
2016-06-12,118551,9.7966
2016-06-13,118551,9.7966
2016-06-14,118551,9.7966
2016-06-15,118551,9.7966
2016-06-16,118551,9.8782
2016-06-17,118551,9.8782
2016-06-18,118551,9.8782
2016-06-19,118551,9.8782
2016-06-20,118551,9.8782
2016-06-21,118551,9.8782
2016-06-22,118551,9.8782
2016-06-23,118551,9.8156
2016-06-24,118551,9.8156
2016-06-25,118551,9.8156
2016-06-26,118551,9.8156
2016-06-27,118551,9.8156
2016-06-28,118551,9.8156
2016-06-29,118551,9.8156
2016-06-30,118551,9.8979
2016-07-01,118551,9.8979
2016-07-02,118551,9.8979
2016-07-03,118551,9.8979
2016-07-04,118551,9.8979
2016-07-05,118551,9.8979
2016-07-06,118551,9.8979
2016-07-07,118551,9.8984
2016-07-08,118551,9.8984
2016-07-09,118551,9.8984
2016-07-10,118551,9.8984
2016-07-11,118551,9.8984
2016-07-12,118551,9.8984
2016-07-13,118551,9.8984
2016-07-14,118551,9.8766
2016-07-15,118551,9.8766
2016-07-16,118551,9.8766
2016-07-17,118551,9.8766
2016-07-18,118551,9.8766
2016-07-19,118551,9.8766
2016-07-20,118551,9.8766
2016-07-21,118551,9.8246
2016-07-22,118551,9.8246
2016-07-23,118551,9.8246
2016-07-24,118551,9.8246
2016-07-25,118551,9.8246
2016-07-26,118551,9.8246
2016-07-27,118551,9.8246
2016-07-28,118551,9.7845
2016-07-29,118551,9.7845
2016-07-30,118551,9.7845
2016-07-31,118551,9.7845
2016-08-01,118551,9.7845
2016-08-02,118551,9.7845
2016-08-03,118551,9.7845
2016-08-04,118551,9.9248
2016-08-05,118551,9.9248
2016-08-06,118551,9.9248
2016-08-07,118551,9.9248
2016-08-08,118551,9.9248
2016-08-09,118551,9.9248
2016-08-10,118551,9.9248
2016-08-11,118551,9.9532
2016-08-12,118551,9.9532
2016-08-13,118551,9.9532
2016-08-14,118551,9.9532
2016-08-15,118551,9.9532
2016-08-16,118551,9.9532
2016-08-17,118551,9.9532
2016-08-18,118551,9.9711
2016-08-19,118551,9.9711
2016-08-20,118551,9.9711
2016-08-21,118551,9.9711
2016-08-22,118551,9.9711
2016-08-23,118551,9.9711
2016-08-24,118551,9.9711
2016-08-25,118551,9.9541
2016-08-26,118551,9.9541
2016-08-27,118551,9.9541
2016-08-28,118551,9.9541
2016-08-29,118551,9.9541
2016-08-30,118551,9.9541
2016-08-31,118551,9.9541
2016-09-01,118551,10.1529
2016-09-02,118551,10.1529
2016-09-03,118551,10.1529
2016-09-04,118551,10.1529
2016-09-05,118551,10.1529
2016-09-06,118551,10.1529
2016-09-07,118551,10.1529
2016-09-08,118551,10.263
2016-09-09,118551,10.263
2016-09-10,118551,10.263
2016-09-11,118551,10.263
2016-09-12,118551,10.263
2016-09-13,118551,10.263
2016-09-14,118551,10.263
2016-09-15,118551,10.2079
2016-09-16,118551,10.2079
2016-09-17,118551,10.2079
2016-09-18,118551,10.2079
2016-09-19,118551,10.2079
2016-09-20,118551,10.2079
2016-09-21,118551,10.2079
2016-09-22,118551,10.1896
2016-09-23,118551,10.1896
2016-09-24,118551,10.1896
2016-09-25,118551,10.1896
2016-09-26,118551,10.1896
2016-09-27,118551,10.1896
2016-09-28,118551,10.1896
2016-09-29,118551,10.1762
2016-09-30,118551,10.1762
2016-10-01,118551,10.1762
2016-10-02,118551,10.1762
2016-10-03,118551,10.1762
2016-10-04,118551,10.1762
2016-10-05,118551,10.1762
2016-10-06,118551,10.1922
2016-10-07,118551,10.1922
2016-10-08,118551,10.1922
2016-10-09,118551,10.1922
2016-10-10,118551,10.1922
2016-10-11,118551,10.1922
2016-10-12,118551,10.1922
2016-10-13,118551,10.1391
2016-10-14,118551,10.1391
2016-10-15,118551,10.1391
2016-10-16,118551,10.1391
2016-10-17,118551,10.1391
2016-10-18,118551,10.1391
2016-10-19,118551,10.1391
2016-10-20,118551,10.1787
2016-10-21,118551,10.1787
2016-10-22,118551,10.1787
2016-10-23,118551,10.1787
2016-10-24,118551,10.1787
2016-10-25,118551,10.1787
2016-10-26,118551,10.1787
2016-10-27,118551,10.301
2016-10-28,118551,10.301
2016-10-29,118551,10.301
2016-10-30,118551,10.301
2016-10-31,118551,10.301
2016-11-01,118551,10.301
2016-11-02,118551,10.301
2016-11-03,118551,10.1969
2016-11-04,118551,10.1969
2016-11-05,118551,10.1969
2016-11-06,118551,10.1969
2016-11-07,118551,10.1969
2016-11-08,118551,10.1969
2016-11-09,118551,10.1969
2016-11-10,118551,10.1089
2016-11-11,118551,10.1089
2016-11-12,118551,10.1089
2016-11-13,118551,10.1089
2016-11-14,118551,10.1089
2016-11-15,118551,10.1089
2016-11-16,118551,10.1089
2016-11-17,118551,10.0739
2016-11-18,118551,10.0739
2016-11-19,118551,10.0739
2016-11-20,118551,10.0739
2016-11-21,118551,10.0739
2016-11-22,118551,10.0739
2016-11-23,118551,10.0739
2016-11-24,118551,10.0427
2016-11-25,118551,10.0427
2016-11-26,118551,10.0427
2016-11-27,118551,10.0427
2016-11-28,118551,10.0427
2016-11-29,118551,10.0427
2016-11-30,118551,10.0427
2016-12-01,118551,10.2073
2016-12-02,118551,10.2073
2016-12-03,118551,10.2073
2016-12-04,118551,10.2073
2016-12-05,118551,10.2073
2016-12-06,118551,10.2073
2016-12-07,118551,10.2073
2016-12-08,118551,10.2932
2016-12-09,118551,10.2932
2016-12-10,118551,10.2932
2016-12-11,118551,10.2932
2016-12-12,118551,10.2932
2016-12-13,118551,10.2932
2016-12-14,118551,10.2932
2016-12-15,118551,10.3751
2016-12-16,118551,10.3751
2016-12-17,118551,10.3751
2016-12-18,118551,10.3751
2016-12-19,118551,10.3751
2016-12-20,118551,10.3751
2016-12-21,118551,10.3751
2016-12-22,118551,10.3573
2016-12-23,118551,10.3573
2016-12-24,118551,10.3573
2016-12-25,118551,10.3573
2016-12-26,118551,10.3573
2016-12-27,118551,10.3573
2016-12-28,118551,10.3573
2016-12-29,118551,10.3377
2016-12-30,118551,10.3377
2016-12-31,118551,10.3377
2017-01-01,118551,10.3377
2017-01-02,118551,10.3377
2017-01-03,118551,10.3377
2017-01-04,118551,10.3377
2017-01-05,118551,10.2218
2017-01-06,118551,10.2218
2017-01-07,118551,10.2218
2017-01-08,118551,10.2218
2017-01-09,118551,10.2218
2017-01-10,118551,10.2218
2017-01-11,118551,10.2218
2017-01-12,118551,10.2898
2017-01-13,118551,10.2898
2017-01-14,118551,10.2898
2017-01-15,118551,10.2898
2017-01-16,118551,10.2898
2017-01-17,118551,10.2898
2017-01-18,118551,10.2898
2017-01-19,118551,10.3343
2017-01-20,118551,10.3343
2017-01-21,118551,10.3343
2017-01-22,118551,10.3343
2017-01-23,118551,10.3343
2017-01-24,118551,10.3343
2017-01-25,118551,10.3343
2017-01-26,118551,10.4448
2017-01-27,118551,10.4448
2017-01-28,118551,10.4448
2017-01-29,118551,10.4448
2017-01-30,118551,10.4448
2017-01-31,118551,10.4448
2017-02-01,118551,10.4448
2017-02-02,118551,10.4314
2017-02-03,118551,10.4314
2017-02-04,118551,10.4314
2017-02-05,118551,10.4314
2017-02-06,118551,10.4314
2017-02-07,118551,10.4314
2017-02-08,118551,10.4314
2017-02-09,118551,10.4237
2017-02-10,118551,10.4237
2017-02-11,118551,10.4237
2017-02-12,118551,10.4237
2017-02-13,118551,10.4237
2017-02-14,118551,10.4237
2017-02-15,118551,10.4237
2017-02-16,118551,10.442
2017-02-17,118551,10.442
2017-02-18,118551,10.442
2017-02-19,118551,10.442
2017-02-20,118551,10.442
2017-02-21,118551,10.442
2017-02-22,118551,10.442
2017-02-23,118551,10.5207
2017-02-24,118551,10.5207
2017-02-25,118551,10.5207
2017-02-26,118551,10.5207
2017-02-27,118551,10.5207
2017-02-28,118551,10.5207
2017-03-01,118551,10.5207
2017-03-02,118551,10.4012
2017-03-03,118551,10.4012
2017-03-04,118551,10.4012
2017-03-05,118551,10.4012
2017-03-06,118551,10.4012
2017-03-07,118551,10.4012
2017-03-08,118551,10.4012
2017-03-09,118551,10.4666
2017-03-10,118551,10.4666
2017-03-11,118551,10.4666
2017-03-12,118551,10.4666
2017-03-13,118551,10.4666
2017-03-14,118551,10.4666
2017-03-15,118551,10.4666
2017-03-16,118551,10.4691
2017-03-17,118551,10.4691
2017-03-18,118551,10.4691
2017-03-19,118551,10.4691
2017-03-20,118551,10.4691
2017-03-21,118551,10.4691
2017-03-22,118551,10.4691
2017-03-23,118551,10.3846
2017-03-24,118551,10.3846
2017-03-25,118551,10.3846
2017-03-26,118551,10.3846
2017-03-27,118551,10.3846
2017-03-28,118551,10.3846
2017-03-29,118551,10.3846
2017-03-30,118551,10.2156
2017-03-31,118551,10.2156
2017-04-01,118551,10.2156
2017-04-02,118551,10.2156
2017-04-03,118551,10.2156
2017-04-04,118551,10.2156
2017-04-05,118551,10.2156
2017-04-06,118551,10.2085
2017-04-07,118551,10.2085
2017-04-08,118551,10.2085
2017-04-09,118551,10.2085
2017-04-10,118551,10.2085
2017-04-11,118551,10.2085
2017-04-12,118551,10.2085
2017-04-13,118551,10.3308
2017-04-14,118551,10.3308
2017-04-15,118551,10.3308
2017-04-16,118551,10.3308
2017-04-17,118551,10.3308
2017-04-18,118551,10.3308
2017-04-19,118551,10.3308
2017-04-20,118551,10.4734
2017-04-21,118551,10.4734
2017-04-22,118551,10.4734
2017-04-23,118551,10.4734
2017-04-24,118551,10.4734
2017-04-25,118551,10.4734
2017-04-26,118551,10.4734
2017-04-27,118551,10.5073
2017-04-28,118551,10.5073
2017-04-29,118551,10.5073
2017-04-30,118551,10.5073
2017-05-01,118551,10.5073
2017-05-02,118551,10.5073
2017-05-03,118551,10.5073
2017-05-04,118551,10.6764
2017-05-05,118551,10.6764
2017-05-06,118551,10.6764
2017-05-07,118551,10.6764
2017-05-08,118551,10.6764
2017-05-09,118551,10.6764
2017-05-10,118551,10.6764
2017-05-11,118551,10.677
2017-05-12,118551,10.677
2017-05-13,118551,10.677
2017-05-14,118551,10.677
2017-05-15,118551,10.677
2017-05-16,118551,10.677
2017-05-17,118551,10.677
2017-05-18,118551,10.7627
2017-05-19,118551,10.7627
2017-05-20,118551,10.7627
2017-05-21,118551,10.7627
2017-05-22,118551,10.7627
2017-05-23,118551,10.7627
2017-05-24,118551,10.7627
2017-05-25,118551,10.7282
2017-05-26,118551,10.7282
2017-05-27,118551,10.7282
2017-05-28,118551,10.7282
2017-05-29,118551,10.7282
2017-05-30,118551,10.7282
2017-05-31,118551,10.7282
2017-06-01,118551,10.6883
2017-06-02,118551,10.6883
2017-06-03,118551,10.6883
2017-06-04,118551,10.6883
2017-06-05,118551,10.6883
2017-06-06,118551,10.6883
2017-06-07,118551,10.6883
2017-06-08,118551,10.6347
2017-06-09,118551,10.6347
2017-06-10,118551,10.6347
2017-06-11,118551,10.6347
2017-06-12,118551,10.6347
2017-06-13,118551,10.6347
2017-06-14,118551,10.6347
2017-06-15,118551,10.4636
2017-06-16,118551,10.4636
2017-06-17,118551,10.4636
2017-06-18,118551,10.4636
2017-06-19,118551,10.4636
2017-06-20,118551,10.4636
2017-06-21,118551,10.4636
2017-06-22,118551,10.5755
2017-06-23,118551,10.5755
2017-06-24,118551,10.5755
2017-06-25,118551,10.5755
2017-06-26,118551,10.5755
2017-06-27,118551,10.5755
2017-06-28,118551,10.5755
2017-06-29,118551,10.5255
2017-06-30,118551,10.5255
2017-07-01,118551,10.5255
2017-07-02,118551,10.5255
2017-07-03,118551,10.5255
2017-07-04,118551,10.5255
2017-07-05,118551,10.5255
2017-07-06,118551,10.4622
2017-07-07,118551,10.4622
2017-07-08,118551,10.4622
2017-07-09,118551,10.4622
2017-07-10,118551,10.4622
2017-07-11,118551,10.4622
2017-07-12,118551,10.4622
2017-07-13,118551,10.3676
2017-07-14,118551,10.3676
2017-07-15,118551,10.3676
2017-07-16,118551,10.3676
2017-07-17,118551,10.3676
2017-07-18,118551,10.3676
2017-07-19,118551,10.3676
2017-07-20,118551,10.3548
2017-07-21,118551,10.3548
2017-07-22,118551,10.3548
2017-07-23,118551,10.3548
2017-07-24,118551,10.3548
2017-07-25,118551,10.3548
