scheme_code,stock,weight_pct,sector,as_of
120178,HDFC Bank,6.05,Auto,2024-12-31
120178,Bajaj Finance,27.61,Auto,2024-12-31
120178,Infosys,14.22,Banking,2024-12-31
120178,Asian Paints,17.36,Banking,2024-12-31
120178,L&T,1.14,Auto,2024-12-31
119203,SBI,8.44,FMCG,2024-12-31
119203,Asian Paints,16.78,FMCG,2024-12-31
119203,Axis Bank,10.77,Banking,2024-12-31
119203,ICICI Bank,4.63,Banking,2024-12-31
119203,Wipro,0.23,Energy,2024-12-31
119203,Maruti,3.86,Auto,2024-12-31
119203,L&T,34.61,Energy,2024-12-31
119203,Bajaj Finance,0.58,Auto,2024-12-31
119203,TCS,12.06,IT,2024-12-31
119203,Infosys,8.04,Energy,2024-12-31
118712,SBI,5.58,Auto,2024-12-31
118712,Kotak Bank,17.33,Banking,2024-12-31
118712,Asian Paints,0.43,FMCG,2024-12-31
118712,ICICI Bank,13.05,Auto,2024-12-31
118712,Maruti,8.19,FMCG,2024-12-31
118712,Wipro,5.32,Energy,2024-12-31
118712,Axis Bank,12.88,FMCG,2024-12-31
118712,Reliance,13.02,Energy,2024-12-31
118712,HDFC Bank,9.55,Auto,2024-12-31
118712,L&T,14.65,Energy,2024-12-31
120333,TCS,27.4,Auto,2024-12-31
120333,Kotak Bank,13.86,Energy,2024-12-31
120333,SBI,3.33,IT,2024-12-31
120333,L&T,14.91,FMCG,2024-12-31
120333,HUL,1.82,Energy,2024-12-31
120333,Bajaj Finance,0.55,IT,2024-12-31
120333,Maruti,6.42,Banking,2024-12-31
120333,HDFC Bank,10.62,Auto,2024-12-31
120333,Infosys,20.65,FMCG,2024-12-31
120333,Wipro,0.44,Banking,2024-12-31
119644,Bajaj Finance,6.63,Energy,2024-12-31
119644,Kotak Bank,1.09,Energy,2024-12-31
119644,Maruti,12.0,Banking,2024-12-31
119644,SBI,3.56,Auto,2024-12-31
119644,Asian Paints,11.77,Auto,2024-12-31
119644,HUL,8.66,Energy,2024-12-31
119644,Axis Bank,0.99,FMCG,2024-12-31
119644,HDFC Bank,26.54,FMCG,2024-12-31
119644,Infosys,11.01,FMCG,2024-12-31
119644,TCS,17.76,IT,2024-12-31
118890,L&T,6.54,IT,2024-12-31
118890,Asian Paints,31.24,Energy,2024-12-31
118890,Reliance,9.36,Energy,2024-12-31
118890,Titan,5.67,Banking,2024-12-31
118890,Infosys,3.39,FMCG,2024-12-31
118890,HDFC Bank,11.46,Energy,2024-12-31
118890,Maruti,12.02,Auto,2024-12-31
118890,SBI,13.47,Auto,2024-12-31
118890,ICICI Bank,4.03,FMCG,2024-12-31
118890,HUL,2.82,IT,2024-12-31
120712,Kotak Bank,8.23,Banking,2024-12-31
120712,ICICI Bank,6.13,Auto,2024-12-31
120712,Axis Bank,12.01,Energy,2024-12-31
120712,HDFC Bank,11.74,Auto,2024-12-31
120712,Wipro,20.13,Auto,2024-12-31
120712,Reliance,14.0,Banking,2024-12-31
120712,Maruti,6.69,FMCG,2024-12-31
120712,SBI,14.02,Auto,2024-12-31
120712,L&T,5.45,Banking,2024-12-31
120712,Infosys,1.59,Auto,2024-12-31
121001,Asian Paints,2.12,FMCG,2024-12-31
121001,Infosys,4.33,FMCG,2024-12-31
121001,Axis Bank,26.45,Auto,2024-12-31
121001,Maruti,1.31,Banking,2024-12-31
121001,TCS,17.06,Banking,2024-12-31
121001,SBI,11.91,FMCG,2024-12-31
121001,Wipro,0.66,Energy,2024-12-31
121001,Kotak Bank,4.39,Energy,2024-12-31
121001,HDFC Bank,25.43,FMCG,2024-12-31
121001,Bajaj Finance,6.34,Auto,2024-12-31
121002,ICICI Bank,19.76,FMCG,2024-12-31
121002,Infosys,10.59,IT,2024-12-31
121002,TCS,0.58,IT,2024-12-31
121002,SBI,1.54,Energy,2024-12-31
121002,Bajaj Finance,2.85,IT,2024-12-31
121002,HUL,3.84,Auto,2024-12-31
121002,Wipro,45.09,Banking,2024-12-31
121002,Maruti,10.51,IT,2024-12-31
121002,Reliance,1.28,Energy,2024-12-31
121002,L&T,3.96,FMCG,2024-12-31
121003,HDFC Bank,3.85,Energy,2024-12-31
121003,Asian Paints,10.09,IT,2024-12-31
121003,HUL,8.64,FMCG,2024-12-31
121003,Maruti,3.94,Banking,2024-12-31
121003,L&T,22.79,FMCG,2024-12-31
121003,Titan,1.1,Auto,2024-12-31
121003,Wipro,5.68,IT,2024-12-31
121003,SBI,22.19,Auto,2024-12-31
121003,Bajaj Finance,0.47,Banking,2024-12-31
121003,ICICI Bank,21.25,Auto,2024-12-31
121004,Axis Bank,2.67,IT,2024-12-31
121004,Maruti,14.63,FMCG,2024-12-31
121004,TCS,11.89,FMCG,2024-12-31
121004,Titan,4.43,IT,2024-12-31
121004,Asian Paints,18.43,FMCG,2024-12-31
121004,HDFC Bank,16.9,Auto,2024-12-31
121004,SBI,13.98,Energy,2024-12-31
121004,Infosys,4.3,Auto,2024-12-31
121004,HUL,0.19,Energy,2024-12-31
121004,L&T,12.59,FMCG,2024-12-31
121005,HDFC Bank,3.57,Banking,2024-12-31
121005,ICICI Bank,7.37,IT,2024-12-31
121005,Wipro,17.76,IT,2024-12-31
121005,HUL,0.31,FMCG,2024-12-31
121005,Maruti,3.04,Energy,2024-12-31
121005,L&T,27.58,FMCG,2024-12-31
121005,SBI,14.1,Energy,2024-12-31
121005,Axis Bank,3.49,IT,2024-12-31
121005,Titan,20.77,IT,2024-12-31
121005,Reliance,2.02,Banking,2024-12-31
121006,TCS,22.91,Banking,2024-12-31
121006,SBI,6.06,FMCG,2024-12-31
121006,HDFC Bank,4.25,IT,2024-12-31
121006,L&T,4.85,Banking,2024-12-31
121006,Reliance,0.3,FMCG,2024-12-31
121006,Asian Paints,9.59,Auto,2024-12-31
121006,Maruti,1.9,Auto,2024-12-31
121006,Infosys,36.1,Banking,2024-12-31
121006,Axis Bank,0.25,Banking,2024-12-31
121006,ICICI Bank,13.79,FMCG,2024-12-31
121007,L&T,1.56,IT,2024-12-31
121007,HDFC Bank,5.64,FMCG,2024-12-31
121007,Maruti,43.8,FMCG,2024-12-31
121007,Titan,2.81,Banking,2024-12-31
121007,Infosys,7.85,IT,2024-12-31
121007,TCS,0.47,Auto,2024-12-31
121007,Kotak Bank,0.03,Auto,2024-12-31
121007,SBI,20.07,FMCG,2024-12-31
121007,Axis Bank,1.04,Auto,2024-12-31
121007,Bajaj Finance,16.71,Auto,2024-12-31
121008,Reliance,16.9,Energy,2024-12-31
121008,Asian Paints,3.07,IT,2024-12-31
121008,Maruti,20.58,IT,2024-12-31
121008,HDFC Bank,2.09,Banking,2024-12-31
121008,Axis Bank,19.02,Energy,2024-12-31
121008,Titan,5.03,IT,2024-12-31
121008,Kotak Bank,1.99,Energy,2024-12-31
121008,Wipro,12.61,IT,2024-12-31
121008,Infosys,16.8,Banking,2024-12-31
121008,TCS,1.91,FMCG,2024-12-31
121009,Wipro,6.04,IT,2024-12-31
121009,Bajaj Finance,3.49,Banking,2024-12-31
121009,ICICI Bank,48.87,Banking,2024-12-31
121009,HDFC Bank,4.0,Auto,2024-12-31
121009,Axis Bank,7.95,Banking,2024-12-31
121009,L&T,2.45,FMCG,2024-12-31
121009,Titan,7.54,Energy,2024-12-31
121009,TCS,7.18,Energy,2024-12-31
121009,Asian Paints,8.32,Banking,2024-12-31
121009,Maruti,4.17,Energy,2024-12-31
121010,ICICI Bank,4.35,IT,2024-12-31
121010,Wipro,2.85,Energy,2024-12-31
121010,Infosys,11.58,Auto,2024-12-31
121010,HDFC Bank,24.17,FMCG,2024-12-31
121010,Maruti,17.15,IT,2024-12-31
121010,Asian Paints,6.35,FMCG,2024-12-31
121010,SBI,7.12,IT,2024-12-31
121010,HUL,1.17,Energy,2024-12-31
121010,Titan,16.51,Auto,2024-12-31
121010,TCS,8.75,Banking,2024-12-31
121011,HUL,18.01,Banking,2024-12-31
121011,Asian Paints,19.3,Auto,2024-12-31
121011,Axis Bank,16.33,FMCG,2024-12-31
121011,TCS,7.45,Auto,2024-12-31
121011,ICICI Bank,14.3,IT,2024-12-31
121011,Kotak Bank,1.67,FMCG,2024-12-31
121011,L&T,2.22,Energy,2024-12-31
121011,HDFC Bank,3.49,Banking,2024-12-31
121011,Titan,11.19,IT,2024-12-31
121011,Bajaj Finance,6.04,IT,2024-12-31
121012,Maruti,5.25,Energy,2024-12-31
121012,HDFC Bank,14.97,FMCG,2024-12-31
121012,Axis Bank,30.01,Banking,2024-12-31
121012,Reliance,6.09,IT,2024-12-31
121012,Infosys,8.78,Energy,2024-12-31
121012,Bajaj Finance,1.73,Auto,2024-12-31
121012,Asian Paints,7.23,Banking,2024-12-31
121012,Wipro,4.11,Banking,2024-12-31
121012,HUL,6.84,Auto,2024-12-31
121012,Kotak Bank,14.98,Energy,2024-12-31
121013,Axis Bank,3.38,Energy,2024-12-31
121013,SBI,9.56,Banking,2024-12-31
121013,ICICI Bank,5.59,Auto,2024-12-31
121013,Asian Paints,4.22,Banking,2024-12-31
121013,HDFC Bank,29.88,Banking,2024-12-31
121013,Titan,5.82,Auto,2024-12-31
121013,L&T,3.95,Banking,2024-12-31
121013,Reliance,1.29,FMCG,2024-12-31
121013,Maruti,24.04,Energy,2024-12-31
121013,Bajaj Finance,12.28,IT,2024-12-31
121014,Bajaj Finance,6.96,Banking,2024-12-31
121014,ICICI Bank,6.36,Banking,2024-12-31
121014,Reliance,23.65,Energy,2024-12-31
121014,Kotak Bank,14.05,FMCG,2024-12-31
121014,SBI,1.93,Energy,2024-12-31
121014,HDFC Bank,16.34,Energy,2024-12-31
121014,Asian Paints,2.45,Energy,2024-12-31
121014,Wipro,11.0,Auto,2024-12-31
121014,Infosys,8.42,Auto,2024-12-31
121014,Maruti,8.83,Auto,2024-12-31
121015,Infosys,7.92,Auto,2024-12-31
121015,HDFC Bank,4.23,Energy,2024-12-31
121015,Maruti,13.52,FMCG,2024-12-31
121015,HUL,4.93,Banking,2024-12-31
121015,ICICI Bank,1.27,FMCG,2024-12-31
121015,L&T,9.71,Energy,2024-12-31
121015,Wipro,25.64,Banking,2024-12-31
121015,TCS,0.47,IT,2024-12-31
121015,SBI,22.54,Banking,2024-12-31
121015,Bajaj Finance,9.77,Energy,2024-12-31
121016,ICICI Bank,12.59,Energy,2024-12-31
121016,Titan,20.81,Banking,2024-12-31
121016,Axis Bank,5.27,Banking,2024-12-31
121016,Wipro,8.02,Energy,2024-12-31
121016,TCS,22.37,IT,2024-12-31
121016,HUL,8.7,Energy,2024-12-31
121016,Kotak Bank,2.08,Energy,2024-12-31
121016,Asian Paints,11.32,Banking,2024-12-31
121016,SBI,3.1,FMCG,2024-12-31
121016,Maruti,5.74,Auto,2024-12-31
121017,Axis Bank,14.76,Banking,2024-12-31
121017,SBI,0.61,IT,2024-12-31
121017,HUL,17.72,Banking,2024-12-31
121017,TCS,13.18,Energy,2024-12-31
121017,Infosys,10.56,Auto,2024-12-31
121017,Maruti,6.25,Auto,2024-12-31
121017,Reliance,27.04,FMCG,2024-12-31
121017,Titan,5.03,Energy,2024-12-31
121017,Kotak Bank,1.96,Energy,2024-12-31
121017,L&T,2.88,Auto,2024-12-31
121018,HDFC Bank,5.96,IT,2024-12-31
121018,Maruti,13.19,Banking,2024-12-31
121018,ICICI Bank,31.85,FMCG,2024-12-31
121018,Infosys,6.16,Auto,2024-12-31
121018,Wipro,0.12,Energy,2024-12-31
121018,Axis Bank,0.2,Banking,2024-12-31
121018,SBI,8.09,FMCG,2024-12-31
121018,HUL,26.39,Energy,2024-12-31
121018,Bajaj Finance,2.99,Auto,2024-12-31
121018,Kotak Bank,5.04,Banking,2024-12-31
121019,L&T,2.3,Energy,2024-12-31
121019,Maruti,18.24,Banking,2024-12-31
121019,SBI,16.68,IT,2024-12-31
121019,ICICI Bank,25.02,FMCG,2024-12-31
121019,TCS,3.86,FMCG,2024-12-31
121019,HUL,3.08,Banking,2024-12-31
121019,Asian Paints,17.94,Auto,2024-12-31
121019,Bajaj Finance,2.09,FMCG,2024-12-31
121019,Infosys,9.25,Auto,2024-12-31
121019,Kotak Bank,1.54,FMCG,2024-12-31
121020,Reliance,9.44,Energy,2024-12-31
121020,TCS,2.29,Auto,2024-12-31
121020,Axis Bank,9.28,Auto,2024-12-31
121020,Wipro,10.76,Auto,2024-12-31
121020,SBI,6.68,Energy,2024-12-31
121020,ICICI Bank,8.63,FMCG,2024-12-31
121020,Infosys,14.45,FMCG,2024-12-31
121020,Maruti,6.05,Energy,2024-12-31
121020,HUL,3.95,IT,2024-12-31
121020,Asian Paints,28.47,Auto,2024-12-31
