scheme_code,period,ret_1m,ret_3m,ret_6m,ret_1y,expense_ratio,benchmark_ret,alpha
119551,Jul-2022,5.07,3.86,7.96,21.46,1.184,8.31,1.925
119551,Oct-2022,-4.09,-4.77,1.25,3.73,0.772,15.13,3.375
119551,Jan-2023,6.63,3.39,8.08,13.78,1.396,14.39,3.805
119551,Apr-2023,3.95,6.1,17.57,14.24,0.827,9.31,1.235
119551,Jul-2023,-2.05,0.43,-0.98,17.1,2.016,1.39,-0.135
119551,Oct-2023,6.68,6.65,10.18,8.02,0.772,11.91,-0.492
119551,Jan-2024,-0.28,1.14,-3.42,2.09,1.429,6.91,0.748
119551,Apr-2024,-3.62,7.51,21.56,23.25,1.249,15.76,2.164
119551,Jul-2024,1.46,-1.07,11.83,19.68,1.4,15.16,-0.235
119551,Oct-2024,-0.69,7.38,10.01,11.91,0.233,13.05,-3.089
120503,Jan-2020,-1.07,-2.83,7.08,23.8,1.982,8.93,-0.266
120503,Apr-2020,-1.06,13.5,7.48,15.8,2.164,4.91,1.39
120503,Jul-2020,-0.29,4.17,7.84,19.4,2.043,5.37,1.251
120503,Oct-2020,-0.74,1.95,7.76,7.3,1.645,15.26,1.663
120503,Jan-2021,3.36,-7.36,2.9,22.03,0.661,6.0,1.184
120503,Apr-2021,1.15,0.83,19.91,16.58,1.752,3.36,2.514
120503,Jul-2021,-1.58,14.26,10.0,19.04,1.66,18.73,-4.488
120503,Oct-2021,-2.41,8.67,17.5,2.88,0.92,13.01,2.714
120503,Jan-2022,1.64,3.2,-5.96,10.62,1.33,8.71,-3.297
120503,Apr-2022,2.95,7.83,1.44,12.33,1.675,9.08,2.733
120503,Jul-2022,2.75,8.87,14.38,12.45,1.518,21.3,-0.145
120503,Oct-2022,1.58,-6.43,7.19,29.06,0.971,11.27,2.337
120503,Jan-2023,3.02,13.4,0.12,37.9,0.529,4.98,0.712
120503,Apr-2023,-1.23,5.6,-4.57,15.27,0.808,20.9,3.202
120503,Jul-2023,5.46,0.47,9.76,-6.06,0.791,14.32,2.693
120503,Oct-2023,-3.52,1.55,5.24,10.14,0.201,10.7,1.748
120503,Jan-2024,-0.27,8.82,14.97,11.22,1.291,7.4,4.018
120503,Apr-2024,-1.65,7.37,11.87,4.89,2.226,23.21,-0.536
120503,Jul-2024,2.41,5.18,6.7,-1.58,2.013,12.07,4.26
120503,Oct-2024,1.9,3.82,9.61,5.11,1.752,9.75,0.594
118632,Jan-2020,5.08,4.74,5.34,17.72,0.469,11.29,3.806
118632,Apr-2020,-2.61,4.81,12.6,19.6,1.838,11.24,-1.535
118632,Jul-2020,5.06,1.55,15.22,3.05,1.072,12.05,8.41
118632,Oct-2020,4.73,9.07,21.19,16.55,2.212,10.72,2.32
118632,Jan-2021,-7.11,3.51,8.59,12.6,0.592,11.1,-2.334
118632,Apr-2021,6.52,2.21,-7.44,12.14,1.423,13.06,-0.785
118632,Jul-2021,-0.83,2.07,3.92,2.66,2.232,4.0,3.873
118632,Oct-2021,4.41,-1.52,1.98,10.19,1.609,13.54,2.658
118632,Jan-2022,2.52,11.27,7.42,2.28,1.846,21.81,2.774
118632,Apr-2022,1.82,5.75,8.12,17.9,2.27,18.33,0.188
118632,Jul-2022,-1.51,-4.95,5.34,25.41,0.503,3.73,2.212
118632,Oct-2022,-0.75,11.24,14.52,2.56,2.263,7.47,-1.401
118632,Jan-2023,1.03,7.59,6.43,9.35,1.883,8.01,2.88
118632,Apr-2023,-2.83,9.91,2.91,15.74,0.781,4.94,2.601
118632,Jul-2023,-0.59,-0.67,-9.63,25.72,2.201,18.64,3.05
118632,Oct-2023,4.52,0.68,-2.61,20.86,1.63,9.2,3.357
118632,Jan-2024,2.12,6.69,-0.16,22.8,1.601,18.51,3.921
118632,Apr-2024,3.26,2.94,11.97,24.0,2.165,13.22,3.28
118632,Jul-2024,-0.38,11.07,-4.77,14.31,2.122,8.15,2.263
118632,Oct-2024,-2.18,14.26,-2.46,5.44,1.541,13.19,4.036
119092,Jan-2020,2.78,10.86,1.21,19.93,2.123,13.37,4.272
119092,Apr-2020,-3.88,13.46,5.98,-0.46,2.049,12.61,-0.233
119092,Jul-2020,-4.94,3.98,1.95,19.86,1.255,11.96,-1.171
119092,Oct-2020,7.98,6.07,8.38,19.61,2.34,9.02,5.958
119092,Jan-2021,0.24,3.19,3.73,27.18,1.946,4.49,7.947
119092,Apr-2021,-2.93,3.01,1.11,7.69,0.255,8.76,3.96
119092,Jul-2021,-4.51,9.8,14.62,18.58,1.313,13.66,5.059
119092,Oct-2021,-4.04,7.14,1.78,21.43,1.981,16.24,-2.371
119092,Jan-2022,-3.88,2.93,17.05,18.83,0.176,17.16,0.508
119092,Apr-2022,3.03,0.6,4.8,12.29,1.548,11.6,0.864
119092,Jul-2022,-0.92,2.8,8.09,4.1,0.478,9.04,1.996
119092,Oct-2022,-0.8,8.75,13.69,4.56,2.06,20.68,-0.87
119092,Jan-2023,-1.41,7.18,-2.15,7.0,1.142,16.48,-0.231
119092,Apr-2023,0.35,-0.24,15.04,6.27,1.293,3.32,3.234
119092,Jul-2023,3.5,9.74,-1.83,11.92,0.39,10.19,0.091
119092,Oct-2023,1.14,6.15,10.59,8.47,1.255,10.22,-0.325
119092,Jan-2024,-2.5,12.54,4.15,10.85,2.247,11.52,2.587
119092,Apr-2024,-0.2,9.2,11.18,12.28,1.696,18.51,1.095
119092,Jul-2024,-2.53,8.61,1.92,21.82,0.327,9.79,4.4
119092,Oct-2024,1.22,6.49,0.69,17.13,0.701,13.46,6.598
120841,Jan-2020,5.11,7.46,12.63,5.82,2.314,2.8,-1.674
120841,Apr-2020,-1.46,3.35,-1.58,13.65,1.355,5.19,5.314
120841,Jul-2020,-2.77,9.09,-8.78,12.72,2.056,8.07,6.025
120841,Oct-2020,0.16,-2.02,10.41,10.8,1.682,6.51,-0.663
120841,Jan-2021,-1.16,7.49,5.41,4.57,1.637,12.48,2.934
120841,Apr-2021,-0.25,3.11,9.95,4.92,2.11,12.1,-1.253
120841,Jul-2021,-2.13,3.0,3.15,20.79,2.263,13.82,-0.622
120841,Oct-2021,1.13,10.08,5.96,9.02,1.297,9.88,-0.66
120841,Jan-2022,1.14,10.55,-2.55,13.55,2.489,9.54,2.157
120841,Apr-2022,-3.54,1.28,9.03,15.18,1.398,6.15,2.225
120841,Jul-2022,-0.6,7.07,-9.17,11.39,0.12,20.1,1.717
120841,Oct-2022,1.76,5.38,15.77,10.56,2.082,2.43,3.16
120841,Jan-2023,1.87,2.22,2.9,15.63,1.705,14.88,-1.272
120841,Apr-2023,-4.09,-1.07,-2.46,1.37,1.212,-1.6,2.674
120841,Jul-2023,3.92,8.44,8.94,25.88,2.482,10.19,2.619
120841,Oct-2023,5.03,-0.81,5.29,8.37,1.124,0.61,5.092
120841,Jan-2024,2.8,6.45,-9.54,4.64,0.605,10.94,-2.81
120841,Apr-2024,1.86,6.9,10.72,12.65,1.581,7.79,2.85
120841,Jul-2024,1.61,2.83,4.35,10.91,1.008,10.24,3.333
120841,Oct-2024,-0.41,11.34,2.94,22.28,1.207,13.0,1.692
118989,Jan-2020,-0.99,0.91,8.54,13.59,0.869,9.27,0.515
118989,Apr-2020,-3.79,6.72,10.87,22.79,2.197,16.73,3.578
118989,Jul-2020,3.03,7.32,-5.89,4.1,0.251,19.62,-0.457
118989,Oct-2020,-0.67,3.53,-1.71,17.42,2.481,4.94,1.997
118989,Jan-2021,-2.52,10.0,7.32,24.19,0.15,11.93,-0.991
118989,Apr-2021,3.99,5.71,21.59,21.46,1.217,13.74,2.555
118989,Jul-2021,4.69,10.11,5.87,3.06,2.399,5.16,0.021
118989,Oct-2021,5.71,11.1,13.72,25.07,0.498,2.91,-1.016
118989,Jan-2022,-4.9,-2.07,3.46,15.5,1.338,7.86,2.922
118989,Apr-2022,-0.81,3.55,-0.77,23.8,1.303,16.07,-1.54
118989,Jul-2022,1.72,6.36,-7.31,24.51,2.194,13.27,5.969
118989,Oct-2022,4.06,-3.95,5.75,25.1,1.145,9.84,0.53
118989,Jan-2023,2.91,-4.18,11.38,8.39,0.101,10.65,2.999
118989,Apr-2023,1.14,10.7,13.93,6.84,2.05,13.92,1.925
118989,Jul-2023,3.74,-1.71,-2.66,14.22,1.958,24.44,-0.411
118989,Oct-2023,1.32,4.46,15.62,5.05,2.116,20.37,1.701
118989,Jan-2024,3.63,7.78,14.21,10.6,1.107,0.02,-0.987
118989,Apr-2024,1.39,-0.01,-0.99,14.45,1.505,11.66,-1.332
118989,Jul-2024,5.02,-0.37,17.36,11.63,1.321,21.37,-1.879
118989,Oct-2024,-1.95,1.87,6.02,37.78,1.234,4.17,-0.84
120594,Jan-2020,1.9,5.96,2.05,14.19,1.84,12.21,2.302
120594,Apr-2020,6.87,0.01,1.66,9.77,1.669,1.07,1.845
120594,Jul-2020,1.85,2.57,8.73,16.32,1.781,13.73,2.896
120594,Oct-2020,-3.59,10.82,-1.65,3.76,0.453,15.21,3.444
120594,Jan-2021,2.88,0.9,7.76,11.15,0.142,12.41,0.238
120594,Apr-2021,0.16,-5.76,12.81,16.68,0.689,16.76,1.367
120594,Jul-2021,-1.61,-1.63,2.18,5.62,2.339,22.2,2.428
120594,Oct-2021,7.31,4.63,11.05,6.07,1.331,11.51,3.05
120594,Jan-2022,1.05,5.26,9.21,11.27,1.706,7.99,4.206
120594,Apr-2022,0.29,5.14,5.9,23.56,1.279,13.82,-1.637
120594,Jul-2022,2.37,2.77,-3.35,17.04,0.16,10.61,1.239
120594,Oct-2022,1.68,9.39,4.8,23.12,1.604,19.77,0.912
120594,Jan-2023,-0.8,-1.99,6.76,6.86,2.376,6.77,-0.225
120594,Apr-2023,2.94,9.43,12.12,23.53,0.715,11.6,6.529
120594,Jul-2023,6.27,7.07,14.75,21.73,0.307,11.76,5.242
120594,Oct-2023,3.36,3.18,17.56,17.32,2.038,14.25,2.853
120594,Jan-2024,3.04,10.0,17.01,9.94,0.747,19.63,1.171
120594,Apr-2024,-2.73,-1.04,1.12,9.88,1.977,18.17,0.808
120594,Jul-2024,4.98,-2.15,4.53,14.94,0.678,18.86,0.154
120594,Oct-2024,4.18,-4.91,13.1,1.93,1.069,18.78,3.718
119775,Jan-2020,-3.72,1.26,12.02,20.19,0.78,-1.21,4.495
119775,Apr-2020,5.33,4.32,8.6,18.53,2.48,13.5,1.022
119775,Jul-2020,2.34,3.44,7.0,-1.89,2.046,19.03,4.051
119775,Oct-2020,4.05,3.23,8.02,24.72,2.148,20.92,-0.182
119775,Jan-2021,-0.84,1.84,0.4,2.11,2.117,14.4,2.116
119775,Apr-2021,2.26,-3.82,3.64,11.36,1.618,3.24,-0.819
119775,Jul-2021,-0.11,8.79,8.83,23.19,0.158,12.01,2.748
119775,Oct-2021,0.67,0.38,-3.43,8.62,2.066,19.56,-0.433
119775,Jan-2022,-4.0,8.13,7.49,1.88,1.555,6.22,0.343
119775,Apr-2022,-2.25,6.96,1.31,14.11,2.463,12.7,1.211
119775,Jul-2022,0.92,6.85,10.82,4.97,1.417,8.0,0.793
119775,Oct-2022,6.68,6.59,6.44,25.2,0.474,2.17,5.66
119775,Jan-2023,0.73,-7.78,-4.2,24.15,1.77,20.1,1.703
119775,Apr-2023,3.34,2.22,10.66,16.85,1.606,5.61,2.396
119775,Jul-2023,-4.25,8.16,8.38,18.18,0.675,5.25,0.236
119775,Oct-2023,3.22,-1.21,24.84,11.63,1.864,10.88,-0.877
119775,Jan-2024,-2.35,8.55,10.59,18.65,1.844,14.92,-1.169
119775,Apr-2024,3.33,-2.13,3.65,13.59,1.418,1.25,-0.919
119775,Jul-2024,1.13,0.45,14.88,25.68,1.741,12.36,5.457
119775,Oct-2024,0.8,1.47,13.02,11.53,0.607,8.43,0.314
118825,Jan-2020,3.57,4.0,7.76,-3.18,1.366,17.18,-0.459
118825,Apr-2020,3.3,4.84,5.6,26.22,1.786,10.38,0.972
118825,Jul-2020,1.44,7.33,-3.31,21.81,1.035,15.32,7.48
118825,Oct-2020,-0.33,-2.62,8.36,17.17,1.474,8.77,-0.575
118825,Jan-2021,-3.4,-3.34,4.09,12.95,1.233,1.84,2.339
118825,Apr-2021,-0.98,4.61,3.13,23.32,2.476,11.32,5.098
118825,Jul-2021,3.48,10.46,6.7,22.57,1.867,6.78,6.95
118825,Oct-2021,-2.06,1.32,-6.29,6.39,2.463,7.98,2.25
118825,Jan-2022,2.82,-1.53,1.47,23.75,1.897,19.54,-2.616
118825,Apr-2022,4.77,12.77,-4.87,23.74,0.219,10.04,1.765
118825,Jul-2022,2.53,9.29,14.74,0.44,0.373,12.56,5.431
118825,Oct-2022,-6.98,0.45,-3.7,1.68,1.284,8.81,-4.334
118825,Jan-2023,0.72,13.68,-5.65,18.8,1.866,11.7,6.32
118825,Apr-2023,-0.78,10.73,15.47,13.71,2.421,5.99,-4.36
118825,Jul-2023,2.98,5.87,7.55,12.9,1.854,13.79,0.113
118825,Oct-2023,1.64,13.74,11.36,10.49,2.216,14.78,0.447
118825,Jan-2024,-0.33,3.44,17.63,21.12,0.463,17.21,1.521
118825,Apr-2024,2.23,4.77,-7.77,-13.43,2.26,6.88,-2.598
118825,Jul-2024,-1.27,8.12,9.5,20.95,1.994,6.49,3.441
118825,Oct-2024,2.96,2.91,7.41,21.13,1.388,18.53,2.913
120465,Jan-2020,1.21,11.16,-2.06,9.86,1.225,14.15,4.456
120465,Apr-2020,-1.75,20.03,2.36,17.25,2.201,12.28,-0.481
120465,Jul-2020,4.4,-0.77,-5.38,3.9,1.293,19.5,-3.518
120465,Oct-2020,3.64,-6.41,6.81,3.13,0.468,15.33,3.949
120465,Jan-2021,0.31,2.54,-3.49,4.73,2.337,14.2,1.761
120465,Apr-2021,4.99,-3.0,12.04,3.39,0.834,15.27,3.911
120465,Jul-2021,-0.9,14.41,20.99,17.87,1.24,10.19,-1.671
120465,Oct-2021,3.59,-1.1,16.17,23.43,2.238,13.08,3.973
120465,Jan-2022,2.02,1.48,-3.6,22.63,0.182,28.53,1.26
120465,Apr-2022,2.11,5.13,11.56,5.3,0.125,16.97,0.668
120465,Jul-2022,3.57,3.98,9.81,24.36,1.671,3.29,0.834
120465,Oct-2022,-1.28,-7.13,6.25,15.79,2.093,5.16,1.721
120465,Jan-2023,4.58,0.63,10.75,28.38,2.414,13.64,4.407
120465,Apr-2023,0.15,10.43,11.44,29.92,1.876,23.12,2.25
120465,Jul-2023,-2.9,0.34,14.13,22.99,1.979,22.83,0.615
120465,Oct-2023,2.59,5.67,-2.31,13.01,0.953,6.47,3.063
120465,Jan-2024,-2.26,-1.16,-2.9,22.47,0.866,19.6,0.172
120465,Apr-2024,1.58,5.56,-4.32,15.83,0.501,18.84,-0.899
120465,Jul-2024,-1.25,6.8,16.89,8.67,1.591,15.21,-1.588
120465,Oct-2024,0.25,-1.57,9.78,4.28,0.341,13.28,4.01
119386,Jan-2020,-6.07,-5.29,16.05,7.52,0.898,10.78,2.106
119386,Apr-2020,0.73,5.84,9.33,16.52,1.271,11.91,1.391
119386,Jul-2020,3.61,6.26,0.68,13.17,1.697,8.48,0.152
119386,Oct-2020,-2.97,-10.91,4.38,15.15,1.215,20.27,-1.117
119386,Jan-2021,3.94,5.59,22.23,18.86,2.142,18.33,5.744
119386,Apr-2021,-4.12,6.7,13.02,12.08,0.66,10.22,0.047
119386,Jul-2021,5.79,3.06,4.11,8.72,1.405,12.34,-0.475
119386,Oct-2021,1.99,0.71,-11.15,20.01,0.58,13.2,0.394
119386,Jan-2022,0.98,7.6,2.58,21.74,0.579,13.01,1.564
119386,Apr-2022,4.21,-1.09,1.33,1.45,1.436,13.53,-2.995
119386,Jul-2022,-0.13,6.55,6.28,14.68,0.393,11.4,1.572
119386,Oct-2022,0.71,4.26,4.84,9.9,0.865,17.85,-1.567
119386,Jan-2023,1.67,12.57,14.71,18.58,0.472,11.23,-0.753
119386,Apr-2023,0.44,6.37,9.73,21.1,0.305,11.05,1.98
119386,Jul-2023,-4.5,14.78,4.1,19.87,1.956,9.37,0.907
119386,Oct-2023,-2.54,-8.9,15.12,18.91,0.991,14.71,3.56
119386,Jan-2024,-0.88,5.56,14.05,1.05,1.67,14.19,6.201
119386,Apr-2024,2.87,1.45,4.93,32.21,2.028,15.52,0.904
119386,Jul-2024,4.44,9.15,6.84,10.34,1.472,1.64,1.751
119386,Oct-2024,1.44,-0.58,-5.84,15.86,2.234,14.37,-0.975
118551,Jan-2020,2.39,2.61,13.05,5.23,0.629,21.06,1.79
118551,Apr-2020,2.41,7.42,-0.18,9.62,1.332,24.16,-1.49
118551,Jul-2020,6.11,2.53,6.76,24.96,0.645,14.54,4.412
118551,Oct-2020,-1.56,0.85,-2.47,9.36,2.023,13.27,5.818
118551,Jan-2021,7.36,2.82,2.24,24.44,1.782,14.65,3.264
118551,Apr-2021,2.85,-1.44,-1.53,13.54,1.038,13.66,1.172
118551,Jul-2021,-3.91,-7.06,12.16,8.03,1.932,8.65,-0.783
118551,Oct-2021,-1.62,8.6,5.33,19.71,0.987,13.9,3.505
118551,Jan-2022,1.24,10.32,12.76,22.61,2.439,13.58,-3.088
118551,Apr-2022,5.4,0.38,3.61,1.69,1.908,10.39,6.057
118551,Jul-2022,3.78,0.93,-4.66,-6.55,0.637,4.01,2.372
118551,Oct-2022,0.77,3.59,0.36,15.37,0.674,11.47,3.576
118551,Jan-2023,0.1,5.72,-6.84,-4.51,1.661,18.28,0.904
118551,Apr-2023,7.64,-3.72,2.24,15.26,0.626,8.5,-1.148
118551,Jul-2023,3.06,4.17,4.59,18.49,0.729,11.16,1.059
118551,Oct-2023,-1.26,-1.11,3.32,14.29,2.452,17.67,1.546
118551,Jan-2024,-2.0,11.58,7.29,1.98,1.267,20.13,-0.772
118551,Apr-2024,0.23,1.21,-6.23,16.92,0.594,15.94,1.582
118551,Jul-2024,4.03,-2.18,19.73,7.05,1.865,8.55,-0.12
118551,Oct-2024,0.62,2.34,7.91,6.63,1.679,5.46,3.331
120178,Jan-2020,3.36,3.47,2.45,16.8,2.45,12.21,1.12
120178,Apr-2020,9.09,-2.64,-11.67,8.26,2.458,7.64,-1.744
120178,Jul-2020,-1.51,-1.82,13.74,13.56,0.321,12.24,3.821
120178,Oct-2020,0.29,11.47,10.3,6.98,1.198,12.16,0.994
120178,Jan-2021,1.49,7.26,-7.82,10.84,1.441,13.49,-1.316
120178,Apr-2021,-5.9,12.0,5.69,27.63,0.605,7.24,-4.754
120178,Jul-2021,-0.19,3.31,10.15,4.0,1.034,13.07,3.965
120178,Oct-2021,0.28,5.71,9.02,21.88,0.398,16.41,-0.55
120178,Jan-2022,-8.01,2.32,5.38,3.58,1.198,8.55,1.213
120178,Apr-2022,1.49,-7.93,-5.27,24.17,1.368,11.99,-1.833
120178,Jul-2022,1.19,1.62,2.67,0.84,0.32,23.83,0.626
120178,Oct-2022,3.57,2.52,4.82,8.28,0.313,14.24,-0.474
120178,Jan-2023,0.02,8.88,-12.87,16.79,1.711,7.5,1.886
120178,Apr-2023,2.71,-2.66,12.89,16.68,0.733,12.63,3.268
120178,Jul-2023,8.15,6.55,12.67,15.74,0.638,3.2,-2.844
120178,Oct-2023,1.66,6.8,-11.02,13.97,1.033,16.46,2.572
120178,Jan-2024,-4.22,-1.9,1.35,20.65,1.066,8.28,1.861
120178,Apr-2024,-1.97,13.75,11.02,21.08,2.451,18.1,1.579
120178,Jul-2024,0.65,9.94,7.19,7.26,0.898,6.38,-2.837
120178,Oct-2024,4.18,-0.16,10.05,30.35,2.106,11.75,5.209
119203,Jan-2020,3.25,2.6,23.73,13.14,1.061,21.9,3.952
119203,Apr-2020,5.17,-1.0,15.6,15.53,0.635,13.33,1.976
119203,Jul-2020,6.8,5.41,1.53,4.9,1.618,3.92,-0.288
119203,Oct-2020,0.47,1.39,12.09,7.36,0.697,1.89,1.455
119203,Jan-2021,-0.56,-2.68,20.71,21.46,0.413,13.4,0.837
119203,Apr-2021,-2.56,8.65,12.96,-3.8,1.348,14.02,0.696
119203,Jul-2021,7.49,13.44,4.36,11.99,1.068,8.33,-0.802
119203,Oct-2021,2.72,13.31,17.85,21.1,1.3,5.8,-3.161
119203,Jan-2022,4.39,11.6,10.88,11.25,0.929,16.52,4.344
119203,Apr-2022,-4.37,5.22,19.42,18.75,1.103,12.22,1.765
119203,Jul-2022,5.41,0.15,1.63,9.7,0.41,2.34,3.328
119203,Oct-2022,0.71,7.77,-7.83,21.72,0.321,14.63,1.575
119203,Jan-2023,3.8,9.86,10.66,19.38,2.473,16.57,-0.501
119203,Apr-2023,5.0,2.88,7.23,14.96,0.944,22.49,1.561
119203,Jul-2023,6.39,4.32,16.82,15.79,1.66,23.53,0.03
119203,Oct-2023,-0.76,-2.78,15.87,27.53,2.287,6.1,1.483
119203,Jan-2024,0.29,-1.65,3.58,18.55,1.71,13.75,-2.941
119203,Apr-2024,6.24,1.54,13.09,15.7,2.324,5.21,-0.401
119203,Jul-2024,-1.01,3.63,16.28,17.9,1.778,12.52,1.298
119203,Oct-2024,0.15,3.42,12.35,7.52,2.154,17.89,2.672
118712,Jan-2020,5.04,10.68,-2.52,16.59,1.507,4.81,-0.473
118712,Apr-2020,0.3,2.03,2.75,13.88,1.242,1.65,4.343
118712,Jul-2020,1.14,1.31,-7.13,20.86,2.347,16.97,5.853
118712,Oct-2020,-2.65,9.34,7.18,-4.85,2.175,13.07,2.503
118712,Jan-2021,-3.54,3.66,12.76,22.99,1.972,14.63,4.181
118712,Apr-2021,3.76,7.96,7.79,13.15,0.747,7.42,4.28
118712,Jul-2021,-3.39,0.98,6.75,18.23,1.845,20.93,1.694
118712,Oct-2021,-0.95,2.77,4.76,18.68,1.524,10.95,5.557
118712,Jan-2022,1.74,-1.76,4.62,-6.1,0.738,21.89,-1.467
118712,Apr-2022,-3.17,0.23,13.45,29.34,1.112,4.28,1.444
118712,Jul-2022,6.57,1.95,7.98,16.17,0.982,17.99,3.634
118712,Oct-2022,-4.78,-3.15,0.21,20.74,1.48,14.41,1.046
118712,Jan-2023,1.41,5.98,8.91,13.83,0.838,13.3,0.976
118712,Apr-2023,-0.09,12.9,3.9,26.3,0.791,16.86,5.959
118712,Jul-2023,0.19,0.16,4.0,13.83,0.479,11.76,0.45
118712,Oct-2023,7.06,2.5,2.66,21.47,0.225,20.47,6.32
118712,Jan-2024,2.24,2.06,-6.32,5.56,1.044,4.91,-2.463
118712,Apr-2024,1.4,7.38,5.27,22.07,1.438,18.9,6.934
118712,Jul-2024,9.04,7.16,3.78,14.56,2.431,6.64,5.119
118712,Oct-2024,0.69,4.64,1.35,2.09,1.037,19.82,-0.255
120333,Jan-2020,6.04,0.64,-0.48,16.28,2.272,13.13,1.877
120333,Apr-2020,6.01,3.97,3.71,3.8,1.799,9.45,0.68
120333,Jul-2020,4.36,13.77,8.76,12.77,1.601,9.27,0.61
120333,Oct-2020,0.15,8.05,6.38,26.23,1.942,9.8,4.695
120333,Jan-2021,1.26,2.87,7.23,27.2,0.245,19.5,0.913
120333,Apr-2021,4.47,4.69,13.18,22.7,0.299,12.43,3.893
120333,Jul-2021,4.55,9.77,7.73,27.86,1.267,3.03,0.806
120333,Oct-2021,4.79,-1.93,-3.29,-1.48,1.977,3.31,2.873
120333,Jan-2022,0.22,-0.35,0.01,15.86,2.08,11.97,2.504
120333,Apr-2022,3.04,8.17,8.15,4.55,0.537,15.94,1.046
120333,Jul-2022,0.34,15.88,-2.05,18.44,1.48,9.95,1.079
120333,Oct-2022,-0.0,3.5,13.3,12.22,0.996,11.02,0.368
120333,Jan-2023,5.33,6.22,7.76,27.24,1.811,14.55,-0.291
120333,Apr-2023,-0.11,1.08,0.25,-0.87,1.981,11.6,0.749
120333,Jul-2023,3.48,5.76,5.13,41.46,2.184,26.67,0.463
120333,Oct-2023,1.95,-2.69,4.69,8.74,1.285,7.85,0.915
120333,Jan-2024,-3.16,6.17,0.7,22.27,1.807,11.27,-3.114
120333,Apr-2024,-0.27,2.06,2.81,9.5,1.239,25.05,2.348
120333,Jul-2024,-1.38,3.82,4.52,22.0,1.348,2.53,4.245
120333,Oct-2024,4.1,10.98,3.38,16.71,0.373,11.69,2.492
119644,Jan-2020,-0.71,5.21,8.18,9.95,1.791,10.59,1.832
119644,Apr-2020,-3.2,6.1,3.66,22.61,0.897,14.58,-3.955
119644,Jul-2020,3.05,2.63,9.8,8.6,1.125,9.39,1.98
119644,Oct-2020,2.93,5.02,0.44,30.54,2.316,8.27,2.561
119644,Jan-2021,1.97,2.62,4.95,22.86,1.518,-0.22,4.576
119644,Apr-2021,1.26,4.68,16.46,-9.89,0.674,19.69,-0.222
119644,Jul-2021,-2.98,11.7,-5.29,17.77,2.031,14.38,2.912
119644,Oct-2021,0.4,5.81,2.04,8.79,0.137,2.76,2.943
119644,Jan-2022,-6.24,5.31,10.2,6.85,0.379,9.55,3.099
119644,Apr-2022,2.24,-2.06,7.74,16.36,1.057,6.08,1.889
119644,Jul-2022,3.95,6.18,9.88,28.78,1.042,6.95,-0.597
119644,Oct-2022,1.73,-3.69,4.82,18.18,2.199,8.68,-2.36
119644,Jan-2023,1.5,3.16,7.26,15.27,1.025,20.35,4.61
119644,Apr-2023,7.63,3.45,4.13,5.29,1.977,16.29,3.671
119644,Jul-2023,3.23,0.18,2.39,31.61,1.772,20.5,2.511
119644,Oct-2023,-1.0,-2.42,2.18,17.76,1.558,21.33,0.98
