scheme_code,month,aum_cr,folios
119551,2024-05-01,38143.13,141799
119551,2024-06-01,36533.67,417765
119551,2024-07-01,25664.19,419518
119551,2024-08-01,20942.57,276657
119551,2024-09-01,33248.21,77063
119551,2024-10-01,37009.01,163070
119551,2024-11-01,25305.26,290942
119551,2024-12-01,7446.67,177240
120503,2022-01-01,12850.74,339868
120503,2022-02-01,18555.48,320459
120503,2022-03-01,1755.14,430443
120503,2022-04-01,18381.25,165539
120503,2022-05-01,11791.61,390893
120503,2022-06-01,35275.88,143871
120503,2022-07-01,37338.7,52672
120503,2022-08-01,5992.6,479490
120503,2022-09-01,15655.08,212331
120503,2022-10-01,30703.86,39445
120503,2022-11-01,917.78,49029
120503,2022-12-01,29390.3,103472
120503,2023-01-01,18001.06,257245
120503,2023-02-01,32047.85,272643
120503,2023-03-01,41963.11,482707
120503,2023-04-01,14016.96,197044
120503,2023-05-01,26986.38,302489
120503,2023-06-01,2191.52,35770
120503,2023-07-01,22666.64,173289
120503,2023-08-01,460.11,109821
120503,2023-09-01,34000.59,385701
120503,2023-10-01,7479.14,408261
120503,2023-11-01,28238.72,62624
120503,2023-12-01,13510.91,492008
120503,2024-01-01,36567.66,224094
120503,2024-02-01,46611.44,81889
120503,2024-03-01,121.64,115520
120503,2024-04-01,48823.98,148070
120503,2024-05-01,33567.44,109477
120503,2024-06-01,39589.14,106710
120503,2024-07-01,44914.47,300579
120503,2024-08-01,7885.58,244148
120503,2024-09-01,13003.79,91375
120503,2024-10-01,8139.03,471613
120503,2024-11-01,15664.15,416986
120503,2024-12-01,5369.73,73623
118632,2022-01-01,26149.05,65381
118632,2022-02-01,2403.8,198957
118632,2022-03-01,7345.22,374499
118632,2022-04-01,1327.04,19791
118632,2022-05-01,9005.66,170577
118632,2022-06-01,837.02,372080
118632,2022-07-01,15293.42,139928
118632,2022-08-01,37210.81,282829
118632,2022-09-01,33926.81,51256
118632,2022-10-01,13853.8,494223
118632,2022-11-01,106.92,488016
118632,2022-12-01,4966.18,20071
118632,2023-01-01,48764.36,84128
118632,2023-02-01,39988.49,285454
118632,2023-03-01,49255.44,331178
118632,2023-04-01,20440.03,422289
118632,2023-05-01,43806.48,3536
118632,2023-06-01,5787.01,217441
118632,2023-07-01,27451.75,42348
118632,2023-08-01,39248.46,457957
118632,2023-09-01,20156.17,483026
118632,2023-10-01,23262.71,427578
118632,2023-11-01,34260.28,489653
118632,2023-12-01,9816.23,167234
118632,2024-01-01,15742.17,404849
118632,2024-02-01,49489.57,437706
118632,2024-03-01,13269.45,101390
118632,2024-04-01,3647.03,83516
118632,2024-05-01,37715.6,244935
118632,2024-06-01,27849.4,264472
118632,2024-07-01,2355.8,284534
118632,2024-08-01,45739.69,41447
118632,2024-09-01,28878.87,482194
118632,2024-10-01,10452.32,110384
118632,2024-11-01,12121.07,251715
118632,2024-12-01,2583.19,32815
119092,2022-01-01,36027.27,76935
119092,2022-02-01,19284.8,132614
119092,2022-03-01,26914.41,100895
119092,2022-04-01,23991.44,160711
119092,2022-05-01,43264.03,409763
119092,2022-06-01,39583.86,122805
119092,2022-07-01,13271.04,364264
119092,2022-08-01,3725.67,94286
119092,2022-09-01,34241.66,223951
119092,2022-10-01,38544.3,206405
119092,2022-11-01,6720.29,138645
119092,2022-12-01,748.05,302071
119092,2023-01-01,11768.12,483832
119092,2023-02-01,2896.33,305213
119092,2023-03-01,18923.71,197448
119092,2023-04-01,36406.57,281269
119092,2023-05-01,35312.24,259159
119092,2023-06-01,3851.0,74942
119092,2023-07-01,18880.28,335572
119092,2023-08-01,15354.0,121162
119092,2023-09-01,17189.98,27826
119092,2023-10-01,25978.16,199191
119092,2023-11-01,564.26,220090
119092,2023-12-01,13291.92,149703
119092,2024-01-01,11887.53,444847
119092,2024-02-01,12639.77,394520
119092,2024-03-01,7633.14,121136
119092,2024-04-01,19208.78,426061
119092,2024-05-01,9283.3,278060
119092,2024-06-01,32893.0,375852
119092,2024-07-01,47270.46,411469
119092,2024-08-01,34746.34,439019
119092,2024-09-01,8133.46,67104
119092,2024-10-01,6027.56,242107
119092,2024-11-01,27514.97,298124
119092,2024-12-01,290.77,458474
120841,2022-01-01,43813.14,42685
120841,2022-02-01,7647.35,270119
120841,2022-03-01,42807.7,196458
120841,2022-04-01,22463.47,268911
120841,2022-05-01,25035.94,492892
120841,2022-06-01,5725.63,74538
120841,2022-07-01,33111.67,280208
120841,2022-08-01,34753.49,440325
120841,2022-09-01,42055.18,116839
120841,2022-10-01,1698.82,422541
120841,2022-11-01,38570.65,445902
120841,2022-12-01,17563.85,386274
120841,2023-01-01,20551.47,18353
120841,2023-02-01,49329.08,372999
120841,2023-03-01,49392.48,105732
120841,2023-04-01,39498.58,237447
120841,2023-05-01,23356.47,37464
120841,2023-06-01,32521.41,433113
120841,2023-07-01,46838.36,129125
120841,2023-08-01,16576.36,498622
120841,2023-09-01,48968.26,297314
120841,2023-10-01,11980.5,346563
120841,2023-11-01,255.29,203074
120841,2023-12-01,11196.75,342235
120841,2024-01-01,11645.79,218051
120841,2024-02-01,1643.2,276531
120841,2024-03-01,20876.83,89511
120841,2024-04-01,1460.29,399887
120841,2024-05-01,31234.68,336269
120841,2024-06-01,43155.68,80031
120841,2024-07-01,19595.28,241275
120841,2024-08-01,36218.63,406249
120841,2024-09-01,43903.97,70769
120841,2024-10-01,24357.04,258913
120841,2024-11-01,1967.78,429084
120841,2024-12-01,26146.62,267373
118989,2022-01-01,30359.1,210290
118989,2022-02-01,27044.4,66379
118989,2022-03-01,22756.21,302994
118989,2022-04-01,33061.45,298392
118989,2022-05-01,18135.03,60105
118989,2022-06-01,19815.38,252522
118989,2022-07-01,38297.95,289439
118989,2022-08-01,14717.78,398415
118989,2022-09-01,13051.34,497208
118989,2022-10-01,38723.41,339483
118989,2022-11-01,642.19,278879
118989,2022-12-01,15455.77,214290
118989,2023-01-01,38349.37,445422
118989,2023-02-01,38934.5,72626
118989,2023-03-01,33104.19,489836
118989,2023-04-01,49513.14,421621
118989,2023-05-01,23880.1,146507
118989,2023-06-01,35527.05,350006
118989,2023-07-01,42244.21,163669
118989,2023-08-01,5471.62,259544
118989,2023-09-01,48970.21,68995
118989,2023-10-01,48122.49,29361
118989,2023-11-01,12842.38,278375
118989,2023-12-01,47538.01,246749
118989,2024-01-01,33865.36,229527
118989,2024-02-01,16362.05,293195
118989,2024-03-01,14691.06,159149
118989,2024-04-01,29357.98,17356
118989,2024-05-01,21562.05,178899
118989,2024-06-01,19272.28,112926
118989,2024-07-01,47053.02,318760
118989,2024-08-01,21577.32,424351
118989,2024-09-01,48999.66,394562
118989,2024-10-01,17522.18,231596
118989,2024-11-01,19457.24,50611
118989,2024-12-01,13460.96,437433
120594,2022-01-01,11182.93,249300
120594,2022-02-01,36740.02,480313
120594,2022-03-01,38212.66,311621
120594,2022-04-01,34177.08,370404
120594,2022-05-01,4653.27,254559
120594,2022-06-01,12521.2,377085
120594,2022-07-01,6707.02,359809
120594,2022-08-01,1490.4,491518
120594,2022-09-01,1678.64,230184
120594,2022-10-01,42225.68,155646
120594,2022-11-01,48899.41,225327
120594,2022-12-01,19832.45,60145
120594,2023-01-01,36741.66,469903
120594,2023-02-01,11745.5,323118
120594,2023-03-01,16527.38,155531
120594,2023-04-01,1866.79,297592
120594,2023-05-01,37935.63,222192
120594,2023-06-01,41434.47,138427
120594,2023-07-01,34215.08,243318
120594,2023-08-01,38391.32,323061
120594,2023-09-01,3849.21,173459
120594,2023-10-01,26134.7,130725
120594,2023-11-01,38880.1,74698
120594,2023-12-01,19166.97,424678
120594,2024-01-01,39703.02,97369
120594,2024-02-01,4213.52,110916
120594,2024-03-01,12404.51,27446
120594,2024-04-01,27247.42,451670
120594,2024-05-01,24119.32,147154
120594,2024-06-01,603.64,371924
120594,2024-07-01,6003.33,369036
120594,2024-08-01,6171.19,50701
120594,2024-09-01,22727.17,301189
120594,2024-10-01,39307.68,141060
120594,2024-11-01,41968.05,33365
120594,2024-12-01,9883.51,462544
119775,2022-01-01,25192.3,302195
119775,2022-02-01,12071.42,25300
119775,2022-03-01,30792.36,186577
119775,2022-04-01,34565.89,211773
119775,2022-05-01,41977.45,311276
119775,2022-06-01,46936.79,30708
119775,2022-07-01,2215.93,441065
119775,2022-08-01,31917.82,490852
119775,2022-09-01,2260.67,414013
119775,2022-10-01,12984.6,197420
119775,2022-11-01,39948.76,410951
119775,2022-12-01,41328.0,113502
119775,2023-01-01,15685.84,8505
119775,2023-02-01,13593.41,494582
119775,2023-03-01,34279.54,470161
119775,2023-04-01,10901.32,400296
119775,2023-05-01,3880.21,172084
119775,2023-06-01,33886.25,276072
119775,2023-07-01,40882.08,260469
119775,2023-08-01,43627.07,137109
119775,2023-09-01,45796.76,270556
119775,2023-10-01,479.08,389814
119775,2023-11-01,4452.1,317982
119775,2023-12-01,36724.04,498870
119775,2024-01-01,31376.9,345301
119775,2024-02-01,2078.11,450779
119775,2024-03-01,37893.16,114846
119775,2024-04-01,42426.22,327684
119775,2024-05-01,38917.42,61921
119775,2024-06-01,3641.33,242980
119775,2024-07-01,45479.14,299408
119775,2024-08-01,17884.16,381987
119775,2024-09-01,49198.02,144175
119775,2024-10-01,18590.97,156243
119775,2024-11-01,48736.32,33951
119775,2024-12-01,43971.83,334387
118825,2022-01-01,44398.93,384903
118825,2022-02-01,13421.64,268687
118825,2022-03-01,42387.55,448944
118825,2022-04-01,28261.12,251441
118825,2022-05-01,27114.26,445364
118825,2022-06-01,2388.87,5784
118825,2022-07-01,30857.58,156846
118825,2022-08-01,22906.23,397424
118825,2022-09-01,9601.37,15056
118825,2022-10-01,38439.35,203911
118825,2022-11-01,5520.21,77115
118825,2022-12-01,35140.42,280539
118825,2023-01-01,20850.06,222634
118825,2023-02-01,44185.5,301029
118825,2023-03-01,10719.38,320562
118825,2023-04-01,3136.33,68406
118825,2023-05-01,36338.03,186529
118825,2023-06-01,34550.64,450364
118825,2023-07-01,48825.0,308299
118825,2023-08-01,14495.89,354347
118825,2023-09-01,12853.91,11361
118825,2023-10-01,33823.0,333668
118825,2023-11-01,26238.24,492771
118825,2023-12-01,20890.41,263917
118825,2024-01-01,17561.06,360954
118825,2024-02-01,37401.11,317392
118825,2024-03-01,40688.95,357495
118825,2024-04-01,42900.94,154610
118825,2024-05-01,15206.84,96840
118825,2024-06-01,40319.51,153134
118825,2024-07-01,48471.83,179718
118825,2024-08-01,5642.86,466180
118825,2024-09-01,14494.98,458898
118825,2024-10-01,40331.56,380188
118825,2024-11-01,25262.9,30318
118825,2024-12-01,25142.19,9035
120465,2022-01-01,1654.23,318342
120465,2022-02-01,32877.32,141416
120465,2022-03-01,6816.66,499836
120465,2022-04-01,31107.17,356532
120465,2022-05-01,21541.74,212994
120465,2022-06-01,45741.85,186705
120465,2022-07-01,27703.22,470390
120465,2022-08-01,20680.87,444560
120465,2022-09-01,29772.55,419000
120465,2022-10-01,6291.89,477349
120465,2022-11-01,13212.76,150880
120465,2022-12-01,21158.02,458430
120465,2023-01-01,13674.57,99015
120465,2023-02-01,5200.24,498672
120465,2023-03-01,30616.0,180239
120465,2023-04-01,39358.28,394249
120465,2023-05-01,22147.92,104271
120465,2023-06-01,42067.25,22936
120465,2023-07-01,40156.6,24857
120465,2023-08-01,17092.32,119452
120465,2023-09-01,25678.36,229913
120465,2023-10-01,41046.17,57957
120465,2023-11-01,46112.79,66193
120465,2023-12-01,46209.07,154788
120465,2024-01-01,40063.39,96999
120465,2024-02-01,48460.77,364184
120465,2024-03-01,16300.04,361830
120465,2024-04-01,5010.34,457905
120465,2024-05-01,23952.91,387669
120465,2024-06-01,6228.25,276453
120465,2024-07-01,36893.96,203551
120465,2024-08-01,22831.47,238114
120465,2024-09-01,29113.84,402027
120465,2024-10-01,10081.26,68221
120465,2024-11-01,9116.15,39230
120465,2024-12-01,38682.18,476014
119386,2022-01-01,26506.93,213559
119386,2022-02-01,32533.91,330068
119386,2022-03-01,13191.02,61858
119386,2022-04-01,27791.44,44217
119386,2022-05-01,13225.82,316008
119386,2022-06-01,11879.05,436862
119386,2022-07-01,28685.79,469136
119386,2022-08-01,37170.85,210626
119386,2022-09-01,47542.24,54573
119386,2022-10-01,2313.29,206373
119386,2022-11-01,33105.43,443131
119386,2022-12-01,5314.63,65463
119386,2023-01-01,33111.75,241174
119386,2023-02-01,6525.98,52303
119386,2023-03-01,22010.13,251820
119386,2023-04-01,45694.34,226710
119386,2023-05-01,13879.1,250991
119386,2023-06-01,35405.3,201066
119386,2023-07-01,41368.29,133129
119386,2023-08-01,31590.76,175211
119386,2023-09-01,31246.88,247298
119386,2023-10-01,6019.2,152300
119386,2023-11-01,34157.6,346411
119386,2023-12-01,15982.29,134765
119386,2024-01-01,28660.52,60198
119386,2024-02-01,12150.77,81243
119386,2024-03-01,22359.33,373911
119386,2024-04-01,38635.58,439363
119386,2024-05-01,15948.08,306379
119386,2024-06-01,49368.51,151732
119386,2024-07-01,32703.88,296931
119386,2024-08-01,2850.7,343081
119386,2024-09-01,5338.13,265055
119386,2024-10-01,42116.36,147932
119386,2024-11-01,45542.4,211011
119386,2024-12-01,35738.42,96323
118551,2022-01-01,43719.47,85974
118551,2022-02-01,22994.48,439571
118551,2022-03-01,13013.05,160638
118551,2022-04-01,13901.5,478185
118551,2022-05-01,12709.48,270442
118551,2022-06-01,26673.52,103635
118551,2022-07-01,5448.5,174922
118551,2022-08-01,47190.1,285773
118551,2022-09-01,25297.96,49982
118551,2022-10-01,45294.6,482708
118551,2022-11-01,39635.85,210694
118551,2022-12-01,44045.83,304420
118551,2023-01-01,27793.69,298338
118551,2023-02-01,46266.46,104393
118551,2023-03-01,25159.28,305045
118551,2023-04-01,19717.98,453966
118551,2023-05-01,16852.64,498651
118551,2023-06-01,31758.83,383229
118551,2023-07-01,22042.27,148029
118551,2023-08-01,25877.17,439415
118551,2023-09-01,738.28,59668
118551,2023-10-01,3251.52,346908
118551,2023-11-01,24107.0,265737
118551,2023-12-01,12174.98,96847
118551,2024-01-01,48992.78,457980
118551,2024-02-01,37909.59,57626
118551,2024-03-01,31908.51,222800
118551,2024-04-01,46773.36,98326
118551,2024-05-01,10150.68,215023
118551,2024-06-01,39547.04,258276
118551,2024-07-01,38202.2,347354
118551,2024-08-01,41979.69,160534
118551,2024-09-01,48108.62,340833
118551,2024-10-01,32650.53,237535
118551,2024-11-01,18289.25,190751
118551,2024-12-01,23538.82,177687
120178,2022-01-01,9936.94,407780
120178,2022-02-01,8362.19,345011
120178,2022-03-01,358.53,76375
120178,2022-04-01,3913.37,220298
120178,2022-05-01,28165.69,126667
120178,2022-06-01,6949.49,260664
120178,2022-07-01,12375.24,184998
120178,2022-08-01,29738.26,13201
120178,2022-09-01,14714.02,383594
120178,2022-10-01,31528.31,356779
120178,2022-11-01,18742.02,88696
120178,2022-12-01,16076.21,11839
120178,2023-01-01,16310.7,356401
120178,2023-02-01,47676.83,167019
120178,2023-03-01,8311.53,262319
120178,2023-04-01,41636.71,135759
120178,2023-05-01,46265.36,419686
120178,2023-06-01,27048.43,234674
120178,2023-07-01,2737.63,413580
120178,2023-08-01,29768.56,404211
120178,2023-09-01,24002.6,310474
120178,2023-10-01,22244.17,151985
120178,2023-11-01,36792.07,169060
120178,2023-12-01,25390.03,41306
120178,2024-01-01,1828.44,238385
120178,2024-02-01,10629.79,386354
120178,2024-03-01,45179.05,172919
120178,2024-04-01,22917.46,238571
120178,2024-05-01,18081.56,246594
120178,2024-06-01,16967.59,258664
120178,2024-07-01,18060.24,117001
120178,2024-08-01,17326.2,98610
120178,2024-09-01,40604.58,394459
120178,2024-10-01,41081.28,123599
120178,2024-11-01,43079.5,309223
120178,2024-12-01,1631.13,333500
119203,2022-01-01,28095.57,87255
119203,2022-02-01,18352.59,416741
119203,2022-03-01,14212.83,4223
119203,2022-04-01,21211.51,161367
119203,2022-05-01,3601.44,129490
119203,2022-06-01,32382.06,119604
119203,2022-07-01,23676.96,495246
119203,2022-08-01,46550.87,124423
119203,2022-09-01,14847.57,360094
119203,2022-10-01,10047.48,65529
119203,2022-11-01,14899.58,283856
119203,2022-12-01,3409.4,261756
119203,2023-01-01,42761.61,274524
119203,2023-02-01,15985.69,438860
119203,2023-03-01,38788.09,119634
119203,2023-04-01,42287.66,300246
119203,2023-05-01,13920.62,311190
119203,2023-06-01,3727.47,305507
119203,2023-07-01,571.66,495503
119203,2023-08-01,14797.93,437474
119203,2023-09-01,22326.0,324819
119203,2023-10-01,43852.69,116657
119203,2023-11-01,19288.26,146506
119203,2023-12-01,30438.84,90380
119203,2024-01-01,10352.62,408768
119203,2024-02-01,33672.47,131084
119203,2024-03-01,47965.05,80252
119203,2024-04-01,6294.7,377650
119203,2024-05-01,15696.6,212120
119203,2024-06-01,13829.85,398386
119203,2024-07-01,37029.47,92448
119203,2024-08-01,44231.99,236424
119203,2024-09-01,18021.54,100146
119203,2024-10-01,20430.99,467351
119203,2024-11-01,36339.16,238772
119203,2024-12-01,26586.39,98402
118712,2022-01-01,15575.74,340998
118712,2022-02-01,21919.96,7350
118712,2022-03-01,8707.57,230906
118712,2022-04-01,40448.58,479334
118712,2022-05-01,37002.3,182820
118712,2022-06-01,13029.33,227212
118712,2022-07-01,16285.72,363197
118712,2022-08-01,27639.24,102977
118712,2022-09-01,40582.69,385835
118712,2022-10-01,326.92,94518
118712,2022-11-01,6367.77,9698
118712,2022-12-01,1027.94,231005
118712,2023-01-01,20223.07,100968
118712,2023-02-01,5477.54,56467
118712,2023-03-01,35659.29,315195
118712,2023-04-01,9804.63,499749
118712,2023-05-01,11556.5,191099
118712,2023-06-01,39276.96,148912
118712,2023-07-01,25344.1,244381
118712,2023-08-01,27370.71,285767
118712,2023-09-01,46874.83,92909
118712,2023-10-01,7979.99,18391
118712,2023-11-01,19167.44,135384
118712,2023-12-01,5785.45,244527
118712,2024-01-01,44669.17,145835
118712,2024-02-01,46618.94,339251
118712,2024-03-01,47045.98,388852
118712,2024-04-01,42665.11,256753
118712,2024-05-01,36864.05,322792
118712,2024-06-01,32901.73,180893
118712,2024-07-01,47642.1,138140
118712,2024-08-01,35499.66,382240
118712,2024-09-01,11171.39,98602
118712,2024-10-01,19544.27,415733
118712,2024-11-01,31241.49,458078
118712,2024-12-01,25810.55,339185
120333,2022-01-01,8362.7,99144
120333,2022-02-01,12437.39,349030
120333,2022-03-01,13341.69,154269
120333,2022-04-01,31035.12,64268
120333,2022-05-01,5958.55,282783
120333,2022-06-01,44487.16,173263
120333,2022-07-01,22707.99,343956
120333,2022-08-01,24686.58,447357
120333,2022-09-01,9023.81,62693
120333,2022-10-01,17737.03,379698
120333,2022-11-01,48323.89,310757
120333,2022-12-01,41125.16,131802
120333,2023-01-01,24743.63,266793
120333,2023-02-01,9233.51,421224
120333,2023-03-01,31720.06,467418
120333,2023-04-01,40295.24,57479
120333,2023-05-01,11859.12,103979
120333,2023-06-01,32833.18,214360
120333,2023-07-01,23962.91,346179
120333,2023-08-01,34439.71,389669
120333,2023-09-01,6607.25,470241
120333,2023-10-01,21231.77,386957
120333,2023-11-01,29928.11,320220
120333,2023-12-01,21212.27,109070
120333,2024-01-01,40876.34,243381
120333,2024-02-01,46940.92,463204
120333,2024-03-01,35034.43,144612
120333,2024-04-01,22187.4,40376
120333,2024-05-01,9734.25,7320
120333,2024-06-01,8152.42,349109
120333,2024-07-01,48881.05,499910
120333,2024-08-01,2730.41,98073
120333,2024-09-01,42192.99,484058
120333,2024-10-01,1298.24,101933
120333,2024-11-01,27449.07,146778
120333,2024-12-01,13448.13,484647
119644,2022-01-01,20495.28,350570
119644,2022-02-01,27943.45,119346
119644,2022-03-01,16207.18,149424
119644,2022-04-01,23953.24,296090
119644,2022-05-01,46452.87,375110
119644,2022-06-01,34161.44,335338
119644,2022-07-01,24374.69,134856
119644,2022-08-01,15766.77,152269
119644,2022-09-01,25249.18,490560
119644,2022-10-01,6708.1,96763
119644,2022-11-01,18681.02,376396
119644,2022-12-01,11615.0,66107
119644,2023-01-01,26797.69,82949
119644,2023-02-01,11316.1,395257
119644,2023-03-01,39604.06,419933
119644,2023-04-01,49851.43,8755
119644,2023-05-01,25895.25,188818
119644,2023-06-01,32562.74,238467
119644,2023-07-01,23811.28,244797
119644,2023-08-01,18612.07,204603
119644,2023-09-01,48893.87,406529
119644,2023-10-01,25170.29,430886
119644,2023-11-01,41838.99,112228
119644,2023-12-01,26519.3,75395
119644,2024-01-01,22563.54,491452
119644,2024-02-01,45930.15,163116
119644,2024-03-01,41641.41,76354
119644,2024-04-01,31797.32,453635
119644,2024-05-01,18873.44,275595
119644,2024-06-01,5517.49,378649
119644,2024-07-01,42668.67,278389
119644,2024-08-01,40928.8,15360
119644,2024-09-01,35226.63,446419
119644,2024-10-01,7435.19,45141
119644,2024-11-01,22674.33,438450
119644,2024-12-01,43377.9,150637
118890,2022-01-01,9722.4,347444
118890,2022-02-01,13097.5,209122
118890,2022-03-01,6446.39,169488
118890,2022-04-01,43013.36,130610
118890,2022-05-01,35803.46,45685
118890,2022-06-01,20323.44,457205
118890,2022-07-01,12096.59,109190
118890,2022-08-01,24808.38,14132
118890,2022-09-01,2082.44,103278
118890,2022-10-01,30274.94,3133
118890,2022-11-01,8324.82,272458
118890,2022-12-01,28718.78,280329
118890,2023-01-01,36219.57,275689
118890,2023-02-01,35287.26,192181
118890,2023-03-01,18361.68,178397
118890,2023-04-01,15568.51,49795
118890,2023-05-01,477.61,168456
118890,2023-06-01,37041.53,231768
118890,2023-07-01,39258.9,149210
118890,2023-08-01,5371.59,116816
118890,2023-09-01,9352.96,457634
118890,2023-10-01,15673.93,491872
118890,2023-11-01,21521.29,240157
118890,2023-12-01,39487.58,38737
118890,2024-01-01,22479.67,437638
118890,2024-02-01,23699.8,44611
118890,2024-03-01,35692.4,388824
118890,2024-04-01,48434.77,237045
118890,2024-05-01,43596.02,217590
118890,2024-06-01,47031.33,257888
118890,2024-07-01,40588.25,330907
118890,2024-08-01,38593.35,184766
118890,2024-09-01,25342.03,361370
118890,2024-10-01,26078.99,270016
118890,2024-11-01,40203.56,410651
118890,2024-12-01,16043.93,459368
120712,2022-01-01,32131.86,189030
120712,2022-02-01,44386.11,314576
120712,2022-03-01,22415.86,312163
120712,2022-04-01,10233.99,95890
120712,2022-05-01,2658.7,34000
120712,2022-06-01,15130.86,51263
120712,2022-07-01,5217.89,338374
120712,2022-08-01,18164.73,435674
120712,2022-09-01,18486.52,301185
120712,2022-10-01,15136.75,378995
120712,2022-11-01,35787.6,156148
120712,2022-12-01,18072.88,411389
120712,2023-01-01,23942.82,334738
120712,2023-02-01,21215.89,161792
120712,2023-03-01,29079.28,479074
120712,2023-04-01,23260.24,175470
120712,2023-05-01,24861.56,250208
120712,2023-06-01,8266.08,13227
120712,2023-07-01,27114.58,152780
120712,2023-08-01,35239.26,2322
120712,2023-09-01,45282.7,98932
120712,2023-10-01,15776.15,377529
120712,2023-11-01,22547.06,41205
120712,2023-12-01,34053.8,325707
120712,2024-01-01,48877.1,42231
120712,2024-02-01,12551.79,246997
120712,2024-03-01,18173.37,382000
120712,2024-04-01,31672.21,461299
120712,2024-05-01,43226.15,490342
120712,2024-06-01,48274.97,362318
120712,2024-07-01,25111.38,179345
120712,2024-08-01,44305.92,475002
120712,2024-09-01,42170.41,41524
120712,2024-10-01,26324.33,469607
120712,2024-11-01,37167.17,106893
120712,2024-12-01,38835.42,278112
121001,2022-01-01,38211.25,308524
121001,2022-02-01,21479.61,379443
121001,2022-03-01,39834.76,391152
121001,2022-04-01,31849.13,438368
121001,2022-05-01,22787.18,123894
121001,2022-06-01,38944.67,426770
121001,2022-07-01,23533.04,334427
121001,2022-08-01,34322.68,290354
121001,2022-09-01,34447.25,450982
121001,2022-10-01,14705.31,156207
121001,2022-11-01,44378.61,174543
121001,2022-12-01,20163.05,468568
121001,2023-01-01,45677.51,434385
121001,2023-02-01,8443.4,235875
121001,2023-03-01,36670.73,354711
121001,2023-04-01,5784.43,23896
121001,2023-05-01,47056.18,121807
121001,2023-06-01,13392.18,259293
121001,2023-07-01,24072.43,397719
121001,2023-08-01,31981.88,289510
121001,2023-09-01,17476.29,439111
121001,2023-10-01,27533.19,194314
121001,2023-11-01,31370.56,210017
121001,2023-12-01,19674.58,460756
121001,2024-01-01,43746.89,97455
121001,2024-02-01,17016.27,496615
121001,2024-03-01,1461.49,279140
121001,2024-04-01,45192.02,302581
121001,2024-05-01,2764.11,420845
121001,2024-06-01,33839.91,99377
121001,2024-07-01,40501.68,492832
121001,2024-08-01,18250.52,44233
121001,2024-09-01,12013.05,117700
121001,2024-10-01,34155.19,482473
121001,2024-11-01,23834.36,341366
121001,2024-12-01,26929.35,431313
121002,2022-01-01,45575.57,115722
121002,2022-02-01,1464.19,120165
121002,2022-03-01,21494.05,16823
121002,2022-04-01,41802.98,102934
121002,2022-05-01,26692.89,94038
121002,2022-06-01,38701.34,145043
121002,2022-07-01,26391.58,137258
121002,2022-08-01,9121.41,251894
121002,2022-09-01,49761.24,410109
121002,2022-10-01,42755.69,329850
121002,2022-11-01,38010.64,201438
121002,2022-12-01,585.61,251963
121002,2023-01-01,33366.84,300412
121002,2023-02-01,48077.11,51271
121002,2023-03-01,12538.32,91525
121002,2023-04-01,27622.82,184299
121002,2023-05-01,25180.46,495004
121002,2023-06-01,39194.04,327918
121002,2023-07-01,37906.43,466441
121002,2023-08-01,23548.83,454134
