scheme_code,month,aum_cr,folios
120594,Nov-2023,38880.1,74698
120594,Dec-2023,19166.97,424678
120594,Jan-2024,39703.02,97369
120594,Feb-2024,4213.52,110916
120594,Mar-2024,12404.51,27446
120594,Apr-2024,27247.42,451670
120594,May-2024,24119.32,147154
120594,Jun-2024,603.64,371924
120594,Jul-2024,6003.33,369036
120594,Aug-2024,6171.19,50701
120594,Sep-2024,22727.17,301189
120594,Oct-2024,39307.68,141060
120594,Nov-2024,41968.05,33365
120594,Dec-2024,9883.51,462544
119775,Jan-2022,25192.3,302195
119775,Feb-2022,12071.42,25300
119775,Mar-2022,30792.36,186577
119775,Apr-2022,34565.89,211773
119775,May-2022,41977.45,311276
119775,Jun-2022,46936.79,30708
119775,Jul-2022,2215.93,441065
119775,Aug-2022,31917.82,490852
119775,Sep-2022,2260.67,414013
119775,Oct-2022,12984.6,197420
119775,Nov-2022,39948.76,410951
119775,Dec-2022,41328.0,113502
119775,Jan-2023,15685.84,8505
119775,Feb-2023,13593.41,494582
119775,Mar-2023,34279.54,470161
119775,Apr-2023,10901.32,400296
119775,May-2023,3880.21,172084
119775,Jun-2023,33886.25,276072
119775,Jul-2023,40882.08,260469
119775,Aug-2023,43627.07,137109
119775,Sep-2023,45796.76,270556
119775,Oct-2023,479.08,389814
119775,Nov-2023,4452.1,317982
119775,Dec-2023,36724.04,498870
119775,Jan-2024,31376.9,345301
119775,Feb-2024,2078.11,450779
119775,Mar-2024,37893.16,114846
119775,Apr-2024,42426.22,327684
119775,May-2024,38917.42,61921
119775,Jun-2024,3641.33,242980
119775,Jul-2024,45479.14,299408
119775,Aug-2024,17884.16,381987
119775,Sep-2024,49198.02,144175
119775,Oct-2024,18590.97,156243
119775,Nov-2024,48736.32,33951
119775,Dec-2024,43971.83,334387
118825,Jan-2022,44398.93,384903
118825,Feb-2022,13421.64,268687
118825,Mar-2022,42387.55,448944
118825,Apr-2022,28261.12,251441
118825,May-2022,27114.26,445364
118825,Jun-2022,2388.87,5784
118825,Jul-2022,30857.58,156846
118825,Aug-2022,22906.23,397424
118825,Sep-2022,9601.37,15056
118825,Oct-2022,38439.35,203911
118825,Nov-2022,5520.21,77115
118825,Dec-2022,35140.42,280539
118825,Jan-2023,20850.06,222634
118825,Feb-2023,44185.5,301029
118825,Mar-2023,10719.38,320562
118825,Apr-2023,3136.33,68406
118825,May-2023,36338.03,186529
118825,Jun-2023,34550.64,450364
118825,Jul-2023,48825.0,308299
118825,Aug-2023,14495.89,354347
118825,Sep-2023,12853.91,11361
118825,Oct-2023,33823.0,333668
118825,Nov-2023,26238.24,492771
118825,Dec-2023,20890.41,263917
118825,Jan-2024,17561.06,360954
118825,Feb-2024,37401.11,317392
118825,Mar-2024,40688.95,357495
118825,Apr-2024,42900.94,154610
118825,May-2024,15206.84,96840
118825,Jun-2024,40319.51,153134
118825,Jul-2024,48471.83,179718
118825,Aug-2024,5642.86,466180
118825,Sep-2024,14494.98,458898
118825,Oct-2024,40331.56,380188
118825,Nov-2024,25262.9,30318
118825,Dec-2024,25142.19,9035
120465,Jan-2022,1654.23,318342
120465,Feb-2022,32877.32,141416
120465,Mar-2022,6816.66,499836
120465,Apr-2022,31107.17,356532
120465,May-2022,21541.74,212994
120465,Jun-2022,45741.85,186705
120465,Jul-2022,27703.22,470390
120465,Aug-2022,20680.87,444560
120465,Sep-2022,29772.55,419000
120465,Oct-2022,6291.89,477349
120465,Nov-2022,13212.76,150880
120465,Dec-2022,21158.02,458430
120465,Jan-2023,13674.57,99015
120465,Feb-2023,5200.24,498672
120465,Mar-2023,30616.0,180239
120465,Apr-2023,39358.28,394249
120465,May-2023,22147.92,104271
120465,Jun-2023,42067.25,22936
120465,Jul-2023,40156.6,24857
120465,Aug-2023,17092.32,119452
120465,Sep-2023,25678.36,229913
120465,Oct-2023,41046.17,57957
120465,Nov-2023,46112.79,66193
120465,Dec-2023,46209.07,154788
120465,Jan-2024,40063.39,96999
120465,Feb-2024,48460.77,364184
120465,Mar-2024,16300.04,361830
120465,Apr-2024,5010.34,457905
120465,May-2024,23952.91,387669
120465,Jun-2024,6228.25,276453
120465,Jul-2024,36893.96,203551
120465,Aug-2024,22831.47,238114
120465,Sep-2024,29113.84,402027
120465,Oct-2024,10081.26,68221
120465,Nov-2024,9116.15,39230
120465,Dec-2024,38682.18,476014
119386,Jan-2022,26506.93,213559
119386,Feb-2022,32533.91,330068
119386,Mar-2022,13191.02,61858
119386,Apr-2022,27791.44,44217
119386,May-2022,13225.82,316008
119386,Jun-2022,11879.05,436862
119386,Jul-2022,28685.79,469136
119386,Aug-2022,37170.85,210626
119386,Sep-2022,47542.24,54573
119386,Oct-2022,2313.29,206373
119386,Nov-2022,33105.43,443131
119386,Dec-2022,5314.63,65463
119386,Jan-2023,33111.75,241174
119386,Feb-2023,6525.98,52303
119386,Mar-2023,22010.13,251820
119386,Apr-2023,45694.34,226710
119386,May-2023,13879.1,250991
119386,Jun-2023,35405.3,201066
119386,Jul-2023,41368.29,133129
119386,Aug-2023,31590.76,175211
119386,Sep-2023,31246.88,247298
119386,Oct-2023,6019.2,152300
119386,Nov-2023,34157.6,346411
119386,Dec-2023,15982.29,134765
119386,Jan-2024,28660.52,60198
119386,Feb-2024,12150.77,81243
119386,Mar-2024,22359.33,373911
119386,Apr-2024,38635.58,439363
119386,May-2024,15948.08,306379
119386,Jun-2024,49368.51,151732
119386,Jul-2024,32703.88,296931
119386,Aug-2024,2850.7,343081
119386,Sep-2024,5338.13,265055
119386,Oct-2024,42116.36,147932
119386,Nov-2024,45542.4,211011
119386,Dec-2024,35738.42,96323
118551,Jan-2022,43719.47,85974
118551,Feb-2022,22994.48,439571
118551,Mar-2022,13013.05,160638
118551,Apr-2022,13901.5,478185
118551,May-2022,12709.48,270442
118551,Jun-2022,26673.52,103635
118551,Jul-2022,5448.5,174922
118551,Aug-2022,47190.1,285773
118551,Sep-2022,25297.96,49982
118551,Oct-2022,45294.6,482708
118551,Nov-2022,39635.85,210694
118551,Dec-2022,44045.83,304420
118551,Jan-2023,27793.69,298338
118551,Feb-2023,46266.46,104393
118551,Mar-2023,25159.28,305045
118551,Apr-2023,19717.98,453966
118551,May-2023,16852.64,498651
118551,Jun-2023,31758.83,383229
118551,Jul-2023,22042.27,148029
118551,Aug-2023,25877.17,439415
118551,Sep-2023,738.28,59668
118551,Oct-2023,3251.52,346908
118551,Nov-2023,24107.0,265737
118551,Dec-2023,12174.98,96847
118551,Jan-2024,48992.78,457980
118551,Feb-2024,37909.59,57626
118551,Mar-2024,31908.51,222800
118551,Apr-2024,46773.36,98326
118551,May-2024,10150.68,215023
118551,Jun-2024,39547.04,258276
118551,Jul-2024,38202.2,347354
118551,Aug-2024,41979.69,160534
118551,Sep-2024,48108.62,340833
118551,Oct-2024,32650.53,237535
118551,Nov-2024,18289.25,190751
118551,Dec-2024,23538.82,177687
120178,Jan-2022,9936.94,407780
120178,Feb-2022,8362.19,345011
120178,Mar-2022,358.53,76375
120178,Apr-2022,3913.37,220298
120178,May-2022,28165.69,126667
120178,Jun-2022,6949.49,260664
120178,Jul-2022,12375.24,184998
120178,Aug-2022,29738.26,13201
120178,Sep-2022,14714.02,383594
120178,Oct-2022,31528.31,356779
120178,Nov-2022,18742.02,88696
120178,Dec-2022,16076.21,11839
120178,Jan-2023,16310.7,356401
120178,Feb-2023,47676.83,167019
120178,Mar-2023,8311.53,262319
120178,Apr-2023,41636.71,135759
120178,May-2023,46265.36,419686
120178,Jun-2023,27048.43,234674
120178,Jul-2023,2737.63,413580
120178,Aug-2023,29768.56,404211
120178,Sep-2023,24002.6,310474
120178,Oct-2023,22244.17,151985
120178,Nov-2023,36792.07,169060
120178,Dec-2023,25390.03,41306
120178,Jan-2024,1828.44,238385
120178,Feb-2024,10629.79,386354
120178,Mar-2024,45179.05,172919
120178,Apr-2024,22917.46,238571
120178,May-2024,18081.56,246594
120178,Jun-2024,16967.59,258664
120178,Jul-2024,18060.24,117001
120178,Aug-2024,17326.2,98610
120178,Sep-2024,40604.58,394459
120178,Oct-2024,41081.28,123599
120178,Nov-2024,43079.5,309223
120178,Dec-2024,1631.13,333500
119203,Jan-2022,28095.57,87255
119203,Feb-2022,18352.59,416741
119203,Mar-2022,14212.83,4223
119203,Apr-2022,21211.51,161367
119203,May-2022,3601.44,129490
119203,Jun-2022,32382.06,119604
119203,Jul-2022,23676.96,495246
119203,Aug-2022,46550.87,124423
119203,Sep-2022,14847.57,360094
119203,Oct-2022,10047.48,65529
119203,Nov-2022,14899.58,283856
119203,Dec-2022,3409.4,261756
119203,Jan-2023,42761.61,274524
119203,Feb-2023,15985.69,438860
119203,Mar-2023,38788.09,119634
119203,Apr-2023,42287.66,300246
119203,May-2023,13920.62,311190
119203,Jun-2023,3727.47,305507
119203,Jul-2023,571.66,495503
119203,Aug-2023,14797.93,437474
119203,Sep-2023,22326.0,324819
119203,Oct-2023,43852.69,116657
119203,Nov-2023,19288.26,146506
119203,Dec-2023,30438.84,90380
119203,Jan-2024,10352.62,408768
119203,Feb-2024,33672.47,131084
119203,Mar-2024,47965.05,80252
119203,Apr-2024,6294.7,377650
119203,May-2024,15696.6,212120
119203,Jun-2024,13829.85,398386
119203,Jul-2024,37029.47,92448
119203,Aug-2024,44231.99,236424
119203,Sep-2024,18021.54,100146
119203,Oct-2024,20430.99,467351
119203,Nov-2024,36339.16,238772
119203,Dec-2024,26586.39,98402
118712,Jan-2022,15575.74,340998
118712,Feb-2022,21919.96,7350
118712,Mar-2022,8707.57,230906
118712,Apr-2022,40448.58,479334
118712,May-2022,37002.3,182820
118712,Jun-2022,13029.33,227212
118712,Jul-2022,16285.72,363197
118712,Aug-2022,27639.24,102977
118712,Sep-2022,40582.69,385835
118712,Oct-2022,326.92,94518
118712,Nov-2022,6367.77,9698
118712,Dec-2022,1027.94,231005
118712,Jan-2023,20223.07,100968
118712,Feb-2023,5477.54,56467
118712,Mar-2023,35659.29,315195
118712,Apr-2023,9804.63,499749
118712,May-2023,11556.5,191099
118712,Jun-2023,39276.96,148912
118712,Jul-2023,25344.1,244381
118712,Aug-2023,27370.71,285767
118712,Sep-2023,46874.83,92909
118712,Oct-2023,7979.99,18391
118712,Nov-2023,19167.44,135384
118712,Dec-2023,5785.45,244527
118712,Jan-2024,44669.17,145835
118712,Feb-2024,46618.94,339251
118712,Mar-2024,47045.98,388852
118712,Apr-2024,42665.11,256753
118712,May-2024,36864.05,322792
118712,Jun-2024,32901.73,180893
118712,Jul-2024,47642.1,138140
118712,Aug-2024,35499.66,382240
118712,Sep-2024,11171.39,98602
118712,Oct-2024,19544.27,415733
118712,Nov-2024,31241.49,458078
118712,Dec-2024,25810.55,339185
120333,Jan-2022,8362.7,99144
120333,Feb-2022,12437.39,349030
120333,Mar-2022,13341.69,154269
120333,Apr-2022,31035.12,64268
120333,May-2022,5958.55,282783
120333,Jun-2022,44487.16,173263
120333,Jul-2022,22707.99,343956
120333,Aug-2022,24686.58,447357
120333,Sep-2022,9023.81,62693
120333,Oct-2022,17737.03,379698
120333,Nov-2022,48323.89,310757
120333,Dec-2022,41125.16,131802
120333,Jan-2023,24743.63,266793
120333,Feb-2023,9233.51,421224
120333,Mar-2023,31720.06,467418
120333,Apr-2023,40295.24,57479
120333,May-2023,11859.12,103979
120333,Jun-2023,32833.18,214360
120333,Jul-2023,23962.91,346179
120333,Aug-2023,34439.71,389669
120333,Sep-2023,6607.25,470241
120333,Oct-2023,21231.77,386957
120333,Nov-2023,29928.11,320220
120333,Dec-2023,21212.27,109070
120333,Jan-2024,40876.34,243381
120333,Feb-2024,46940.92,463204
120333,Mar-2024,35034.43,144612
120333,Apr-2024,22187.4,40376
120333,May-2024,9734.25,7320
120333,Jun-2024,8152.42,349109
120333,Jul-2024,48881.05,499910
120333,Aug-2024,2730.41,98073
120333,Sep-2024,42192.99,484058
120333,Oct-2024,1298.24,101933
120333,Nov-2024,27449.07,146778
120333,Dec-2024,13448.13,484647
119644,Jan-2022,20495.28,350570
119644,Feb-2022,27943.45,119346
119644,Mar-2022,16207.18,149424
119644,Apr-2022,23953.24,296090
119644,May-2022,46452.87,375110
119644,Jun-2022,34161.44,335338
119644,Jul-2022,24374.69,134856
119644,Aug-2022,15766.77,152269
119644,Sep-2022,25249.18,490560
119644,Oct-2022,6708.1,96763
119644,Nov-2022,18681.02,376396
119644,Dec-2022,11615.0,66107
119644,Jan-2023,26797.69,82949
119644,Feb-2023,11316.1,395257
119644,Mar-2023,39604.06,419933
119644,Apr-2023,49851.43,8755
119644,May-2023,25895.25,188818
119644,Jun-2023,32562.74,238467
119644,Jul-2023,23811.28,244797
119644,Aug-2023,18612.07,204603
119644,Sep-2023,48893.87,406529
119644,Oct-2023,25170.29,430886
119644,Nov-2023,41838.99,112228
119644,Dec-2023,26519.3,75395
119644,Jan-2024,22563.54,491452
119644,Feb-2024,45930.15,163116
119644,Mar-2024,41641.41,76354
119644,Apr-2024,31797.32,453635
119644,May-2024,18873.44,275595
119644,Jun-2024,5517.49,378649
119644,Jul-2024,42668.67,278389
119644,Aug-2024,40928.8,15360
119644,Sep-2024,35226.63,446419
119644,Oct-2024,7435.19,45141
119644,Nov-2024,22674.33,438450
119644,Dec-2024,43377.9,150637
118890,Jan-2022,9722.4,347444
118890,Feb-2022,13097.5,209122
118890,Mar-2022,6446.39,169488
118890,Apr-2022,43013.36,130610
118890,May-2022,35803.46,45685
118890,Jun-2022,20323.44,457205
118890,Jul-2022,12096.59,109190
118890,Aug-2022,24808.38,14132
118890,Sep-2022,2082.44,103278
118890,Oct-2022,30274.94,3133
118890,Nov-2022,8324.82,272458
118890,Dec-2022,28718.78,280329
118890,Jan-2023,36219.57,275689
118890,Feb-2023,35287.26,192181
118890,Mar-2023,18361.68,178397
118890,Apr-2023,15568.51,49795
118890,May-2023,477.61,168456
118890,Jun-2023,37041.53,231768
118890,Jul-2023,39258.9,149210
118890,Aug-2023,5371.59,116816
118890,Sep-2023,9352.96,457634
118890,Oct-2023,15673.93,491872
118890,Nov-2023,21521.29,240157
118890,Dec-2023,39487.58,38737
118890,Jan-2024,22479.67,437638
118890,Feb-2024,23699.8,44611
118890,Mar-2024,35692.4,388824
118890,Apr-2024,48434.77,237045
118890,May-2024,43596.02,217590
118890,Jun-2024,47031.33,257888
118890,Jul-2024,40588.25,330907
118890,Aug-2024,38593.35,184766
118890,Sep-2024,25342.03,361370
118890,Oct-2024,26078.99,270016
118890,Nov-2024,40203.56,410651
118890,Dec-2024,16043.93,459368
120712,Jan-2022,32131.86,189030
120712,Feb-2022,44386.11,314576
120712,Mar-2022,22415.86,312163
120712,Apr-2022,10233.99,95890
120712,May-2022,2658.7,34000
120712,Jun-2022,15130.86,51263
120712,Jul-2022,5217.89,338374
120712,Aug-2022,18164.73,435674
120712,Sep-2022,18486.52,301185
120712,Oct-2022,15136.75,378995
120712,Nov-2022,35787.6,156148
120712,Dec-2022,18072.88,411389
120712,Jan-2023,23942.82,334738
120712,Feb-2023,21215.89,161792
120712,Mar-2023,29079.28,479074
120712,Apr-2023,23260.24,175470
120712,May-2023,24861.56,250208
120712,Jun-2023,8266.08,13227
120712,Jul-2023,27114.58,152780
120712,Aug-2023,35239.26,2322
120712,Sep-2023,45282.7,98932
120712,Oct-2023,15776.15,377529
120712,Nov-2023,22547.06,41205
120712,Dec-2023,34053.8,325707
120712,Jan-2024,48877.1,42231
120712,Feb-2024,12551.79,246997
120712,Mar-2024,18173.37,382000
120712,Apr-2024,31672.21,461299
120712,May-2024,43226.15,490342
120712,Jun-2024,48274.97,362318
120712,Jul-2024,25111.38,179345
120712,Aug-2024,44305.92,475002
120712,Sep-2024,42170.41,41524
120712,Oct-2024,26324.33,469607
120712,Nov-2024,37167.17,106893
120712,Dec-2024,38835.42,278112
121001,Jan-2022,38211.25,308524
121001,Feb-2022,21479.61,379443
121001,Mar-2022,39834.76,391152
121001,Apr-2022,31849.13,438368
121001,May-2022,22787.18,123894
121001,Jun-2022,38944.67,426770
121001,Jul-2022,23533.04,334427
121001,Aug-2022,34322.68,290354
121001,Sep-2022,34447.25,450982
121001,Oct-2022,14705.31,156207
121001,Nov-2022,44378.61,174543
121001,Dec-2022,20163.05,468568
121001,Jan-2023,45677.51,434385
121001,Feb-2023,8443.4,235875
121001,Mar-2023,36670.73,354711
121001,Apr-2023,5784.43,23896
121001,May-2023,47056.18,121807
121001,Jun-2023,13392.18,259293
121001,Jul-2023,24072.43,397719
121001,Aug-2023,31981.88,289510
121001,Sep-2023,17476.29,439111
121001,Oct-2023,27533.19,194314
121001,Nov-2023,31370.56,210017
121001,Dec-2023,19674.58,460756
121001,Jan-2024,43746.89,97455
121001,Feb-2024,17016.27,496615
121001,Mar-2024,1461.49,279140
121001,Apr-2024,45192.02,302581
121001,May-2024,2764.11,420845
121001,Jun-2024,33839.91,99377
121001,Jul-2024,40501.68,492832
121001,Aug-2024,18250.52,44233
121001,Sep-2024,12013.05,117700
121001,Oct-2024,34155.19,482473
121001,Nov-2024,23834.36,341366
121001,Dec-2024,26929.35,431313
121002,Jan-2022,45575.57,115722
121002,Feb-2022,1464.19,120165
121002,Mar-2022,21494.05,16823
121002,Apr-2022,41802.98,102934
121002,May-2022,26692.89,94038
121002,Jun-2022,38701.34,145043
121002,Jul-2022,26391.58,137258
121002,Aug-2022,9121.41,251894
121002,Sep-2022,49761.24,410109
121002,Oct-2022,42755.69,329850
121002,Nov-2022,38010.64,201438
121002,Dec-2022,585.61,251963
121002,Jan-2023,33366.84,300412
121002,Feb-2023,48077.11,51271
121002,Mar-2023,12538.32,91525
121002,Apr-2023,27622.82,184299
121002,May-2023,25180.46,495004
121002,Jun-2023,39194.04,327918
121002,Jul-2023,37906.43,466441
121002,Aug-2023,23548.83,454134
121002,Sep-2023,26755.21,468164
121002,Oct-2023,14188.32,437164
121002,Nov-2023,12371.42,94070
121002,Dec-2023,36950.18,5552
121002,Jan-2024,34410.52,83529
121002,Feb-2024,6582.78,139083
121002,Mar-2024,2222.29,203278
121002,Apr-2024,9754.77,244443
