scheme_code,date,nav
125497,22-02-2018,10.0679
125497,01-03-2018,10.1956
125497,08-03-2018,10.2146
125497,15-03-2018,10.1187
125497,22-03-2018,10.0119
125497,29-03-2018,10.1482
125497,05-04-2018,10.2922
125497,12-04-2018,10.2815
125497,19-04-2018,10.2541
125497,26-04-2018,10.3781
125497,03-05-2018,10.2903
125497,10-05-2018,10.2208
125497,17-05-2018,10.2775
125497,24-05-2018,10.2492
125497,31-05-2018,10.2528
125497,07-06-2018,10.2435
125497,14-06-2018,10.2753
125497,21-06-2018,10.3951
125497,28-06-2018,10.4068
125497,05-07-2018,10.4646
125497,12-07-2018,10.2971
125497,19-07-2018,10.2972
125497,26-07-2018,10.2319
125497,02-08-2018,10.1362
125497,09-08-2018,10.0691
125497,16-08-2018,10.0462
125497,23-08-2018,10.1238
125497,30-08-2018,10.0204
125497,06-09-2018,10.0269
125497,13-09-2018,9.9921
125497,20-09-2018,9.9699
125497,27-09-2018,10.0538
125497,04-10-2018,10.1011
125497,11-10-2018,10.2132
125497,18-10-2018,10.2047
125497,25-10-2018,10.152
125497,01-11-2018,10.1378
125497,08-11-2018,10.1616
125497,15-11-2018,10.18
125497,22-11-2018,10.0958
125497,29-11-2018,10.1071
125497,06-12-2018,10.1296
125497,13-12-2018,10.3377
125497,20-12-2018,10.497
125497,27-12-2018,10.4296
125497,03-01-2019,10.4097
125497,10-01-2019,10.292
125497,17-01-2019,10.2475
125497,24-01-2019,10.2775
125497,31-01-2019,10.3807
125497,07-02-2019,10.3244
125497,14-02-2019,10.2745
125497,21-02-2019,10.1021
125497,28-02-2019,10.093
125497,07-03-2019,10.0112
125497,14-03-2019,9.9728
125497,21-03-2019,9.9068
125497,28-03-2019,9.9033
125497,04-04-2019,9.768
125497,11-04-2019,9.6573
125497,18-04-2019,9.8257
125497,25-04-2019,9.7284
125497,02-05-2019,9.6469
125497,09-05-2019,9.7926
125497,16-05-2019,10.0241
125497,23-05-2019,9.9341
125497,30-05-2019,9.9088
125497,06-06-2019,9.9399
125497,13-06-2019,10.0813
125497,20-06-2019,10.0057
125497,27-06-2019,9.9901
125497,04-07-2019,10.0562
125497,11-07-2019,10.0952
125497,18-07-2019,10.0689
125497,25-07-2019,10.0621
125497,01-08-2019,9.9555
125497,08-08-2019,9.9405
125497,15-08-2019,9.9233
125497,22-08-2019,9.9457
125497,29-08-2019,9.9055
125497,05-09-2019,9.9468
125497,12-09-2019,10.0314
125497,19-09-2019,10.0479
125497,26-09-2019,10.0802
125497,03-10-2019,10.0885
125497,10-10-2019,10.0925
125497,17-10-2019,10.0383
125497,24-10-2019,10.0677
125497,31-10-2019,10.0639
125497,07-11-2019,10.2365
125497,14-11-2019,10.3694
125497,21-11-2019,10.4056
125497,28-11-2019,10.3462
125497,05-12-2019,10.2583
125497,12-12-2019,10.3601
125497,19-12-2019,10.3861
125497,26-12-2019,10.4301
125497,02-01-2020,10.2887
125497,09-01-2020,10.3692
125497,16-01-2020,10.411
125497,23-01-2020,10.3227
125497,30-01-2020,10.2879
125497,06-02-2020,10.3137
125497,13-02-2020,10.3221
125497,20-02-2020,10.3021
125497,27-02-2020,10.2977
125497,05-03-2020,10.2811
125497,12-03-2020,10.2978
125497,19-03-2020,10.4231
125497,26-03-2020,10.2133
125497,02-04-2020,10.198
125497,09-04-2020,10.2165
125497,16-04-2020,10.2447
125497,23-04-2020,10.2184
125497,30-04-2020,10.0788
125497,07-05-2020,10.1093
125497,14-05-2020,10.2531
125497,21-05-2020,10.1314
125497,28-05-2020,10.2054
125497,04-06-2020,10.1827
125497,11-06-2020,10.1818
125497,18-06-2020,10.1001
125497,25-06-2020,10.0771
125497,02-07-2020,10.1859
125497,09-07-2020,10.2375
125497,16-07-2020,10.3834
125497,23-07-2020,10.4854
125497,30-07-2020,10.5264
125497,06-08-2020,10.6775
125497,13-08-2020,10.7193
125497,20-08-2020,10.7946
125497,27-08-2020,10.7733
125497,03-09-2020,10.7833
125497,10-09-2020,10.7275
125497,17-09-2020,10.8167
125497,24-09-2020,10.719
125497,01-10-2020,10.7904
125497,08-10-2020,10.7783
125497,15-10-2020,10.8836
125497,22-10-2020,10.9533
125497,29-10-2020,11.1172
125497,05-11-2020,11.1867
125497,12-11-2020,11.0505
125497,19-11-2020,11.049
125497,26-11-2020,10.9498
125497,03-12-2020,10.9088
125497,10-12-2020,11.045
125497,17-12-2020,11.1058
125497,24-12-2020,11.0481
125497,31-12-2020,10.9629
125497,07-01-2021,10.9702
125497,14-01-2021,10.8678
125497,21-01-2021,10.8138
125497,28-01-2021,10.8451
125497,04-02-2021,10.9497
125497,11-02-2021,11.0074
125497,18-02-2021,10.81
125497,25-02-2021,10.8407
125497,04-03-2021,10.8513
125497,11-03-2021,10.8915
125497,18-03-2021,11.0367
125497,25-03-2021,10.859
125497,01-04-2021,10.8119
125497,08-04-2021,10.8674
125497,15-04-2021,10.7342
125497,22-04-2021,10.8653
125497,29-04-2021,10.9016
125497,06-05-2021,10.9798
125497,13-05-2021,10.9341
125497,20-05-2021,11.0096
125497,27-05-2021,11.1081
125497,03-06-2021,11.1333
125497,10-06-2021,11.1586
125497,17-06-2021,11.1872
125497,24-06-2021,11.1144
125497,01-07-2021,11.1057
125497,08-07-2021,11.0966
125497,15-07-2021,11.1351
125497,22-07-2021,11.2286
125497,29-07-2021,11.138
125497,05-08-2021,11.1313
125497,12-08-2021,11.2677
125497,19-08-2021,11.2052
125497,26-08-2021,11.136
125497,02-09-2021,11.1584
125497,09-09-2021,11.2383
125497,16-09-2021,11.2438
125497,23-09-2021,11.3678
125497,30-09-2021,11.4503
125497,07-10-2021,11.532
125497,14-10-2021,11.5877
125497,21-10-2021,11.8082
125497,28-10-2021,11.7935
125497,04-11-2021,11.6092
125497,11-11-2021,11.7628
125497,18-11-2021,11.7245
125497,25-11-2021,11.7393
125497,02-12-2021,11.8669
125497,09-12-2021,11.7196
125497,16-12-2021,11.6069
125497,23-12-2021,11.4629
125497,30-12-2021,11.3946
125497,06-01-2022,11.4393
125497,13-01-2022,11.4918
125497,20-01-2022,11.5218
125497,27-01-2022,11.3962
125497,03-02-2022,11.1901
125497,10-02-2022,11.1995
125497,17-02-2022,11.1617
125497,24-02-2022,11.2072
125497,03-03-2022,11.2746
125497,10-03-2022,11.2916
125497,17-03-2022,11.3648
125497,24-03-2022,11.3901
125497,31-03-2022,11.443
125497,07-04-2022,11.3831
125497,14-04-2022,11.3713
125497,21-04-2022,11.3937
125497,28-04-2022,11.4731
125497,05-05-2022,11.4415
125497,12-05-2022,11.4938
125497,19-05-2022,11.474
125497,26-05-2022,11.4678
125497,02-06-2022,11.5484
125497,09-06-2022,11.3689
125497,16-06-2022,11.2556
125497,23-06-2022,11.1266
125497,30-06-2022,10.9233
125497,07-07-2022,10.8684
125497,14-07-2022,10.9379
125497,21-07-2022,10.9174
125497,28-07-2022,10.939
125497,04-08-2022,11.0387
125497,11-08-2022,11.1604
125497,18-08-2022,11.1587
125497,25-08-2022,11.284
125497,01-09-2022,11.2968
125497,08-09-2022,11.2256
125497,15-09-2022,11.1767
125497,22-09-2022,11.0488
125497,29-09-2022,10.9748
125497,06-10-2022,10.9477
125497,13-10-2022,11.0225
125497,20-10-2022,11.1786
125497,27-10-2022,11.0595
125497,03-11-2022,11.0987
125497,10-11-2022,11.0107
125497,17-11-2022,11.0569
125497,24-11-2022,11.0498
125497,01-12-2022,10.8923
125497,08-12-2022,10.9776
125497,15-12-2022,10.9288
125497,22-12-2022,10.8865
125497,29-12-2022,10.7977
125497,05-01-2023,10.7455
125497,12-01-2023,10.7866
125497,19-01-2023,10.7746
125497,26-01-2023,10.8072
125497,02-02-2023,10.8428
125497,09-02-2023,10.9617
125497,16-02-2023,10.9361
125497,23-02-2023,10.8112
125497,02-03-2023,10.9078
125497,09-03-2023,10.8833
125497,16-03-2023,10.9847
125497,23-03-2023,11.0228
125497,30-03-2023,11.0156
125497,06-04-2023,11.0508
125497,13-04-2023,11.2277
125497,20-04-2023,11.4187
125497,27-04-2023,11.4296
125497,04-05-2023,11.4488
125497,11-05-2023,11.552
125497,18-05-2023,11.4784
125497,25-05-2023,11.5136
125497,01-06-2023,11.5158
125497,08-06-2023,11.5494
125497,15-06-2023,11.477
125497,22-06-2023,11.3356
125497,29-06-2023,11.1522
125497,06-07-2023,11.057
125497,13-07-2023,11.0208
125497,20-07-2023,10.9994
125497,27-07-2023,11.1742
125497,03-08-2023,11.2776
125497,10-08-2023,11.1953
125497,17-08-2023,11.2309
125497,24-08-2023,11.1988
125497,31-08-2023,11.1778
125497,07-09-2023,11.1989
125497,14-09-2023,11.2588
125497,21-09-2023,11.2328
125497,28-09-2023,11.3329
125497,05-10-2023,11.2339
125497,12-10-2023,11.2389
125497,19-10-2023,11.477
125497,26-10-2023,11.502
125497,02-11-2023,11.6385
125497,09-11-2023,11.6517
125497,16-11-2023,11.7105
125497,23-11-2023,11.7099
125497,30-11-2023,11.6986
125497,07-12-2023,11.6303
125497,14-12-2023,11.675
125497,21-12-2023,11.6001
125497,28-12-2023,11.6665
125497,04-01-2024,11.7725
125497,11-01-2024,11.8117
125497,18-01-2024,11.7894
125497,25-01-2024,11.8369
125497,01-02-2024,11.8124
125497,08-02-2024,11.9056
125497,15-02-2024,11.7359
125497,22-02-2024,11.7091
125497,29-02-2024,11.5273
125497,07-03-2024,11.394
125497,14-03-2024,11.5229
125497,21-03-2024,11.61
125497,28-03-2024,11.5479
125497,04-04-2024,11.4137
125497,11-04-2024,11.1475
125497,18-04-2024,11.1035
125497,25-04-2024,11.323
125497,02-05-2024,11.3669
125497,09-05-2024,11.3206
125497,16-05-2024,11.3672
125497,23-05-2024,11.2298
125497,30-05-2024,11.2076
125497,06-06-2024,11.221
125497,13-06-2024,11.2178
125497,20-06-2024,11.2932
125497,27-06-2024,11.3289
125497,04-07-2024,11.394
125497,11-07-2024,11.3358
125497,18-07-2024,11.4217
125497,25-07-2024,11.5751
119551,01-01-2015,9.9264
119551,08-01-2015,9.8599
119551,15-01-2015,9.9692
119551,22-01-2015,9.9579
119551,29-01-2015,10.0737
119551,05-02-2015,10.0421
119551,12-02-2015,10.163
119551,19-02-2015,10.1777
119551,26-02-2015,10.2028
119551,05-03-2015,10.3346
119551,12-03-2015,10.3089
119551,19-03-2015,10.2354
119551,26-03-2015,10.2027
119551,02-04-2015,10.2437
119551,09-04-2015,10.1195
119551,16-04-2015,10.1752
119551,23-04-2015,10.1354
119551,30-04-2015,10.2325
119551,07-05-2015,10.0406
119551,14-05-2015,9.9815
119551,21-05-2015,9.8508
119551,28-05-2015,9.7896
119551,04-06-2015,9.8129
119551,11-06-2015,9.8028
119551,18-06-2015,9.7868
119551,25-06-2015,9.7783
119551,02-07-2015,9.7981
119551,09-07-2015,9.723
119551,16-07-2015,9.7818
119551,23-07-2015,9.8376
119551,30-07-2015,9.8718
119551,06-08-2015,9.9197
119551,13-08-2015,9.9472
119551,20-08-2015,10.1132
119551,27-08-2015,10.1102
119551,03-09-2015,10.0894
119551,10-09-2015,10.0326
119551,17-09-2015,9.9537
119551,24-09-2015,9.8586
119551,01-10-2015,9.7925
119551,08-10-2015,9.7908
119551,15-10-2015,9.8209
119551,22-10-2015,9.8289
119551,29-10-2015,9.7726
119551,05-11-2015,9.8469
119551,12-11-2015,9.9091
119551,19-11-2015,9.9004
119551,26-11-2015,9.8527
119551,03-12-2015,9.8998
119551,10-12-2015,9.9187
119551,17-12-2015,9.8077
119551,24-12-2015,9.8063
119551,31-12-2015,9.8308
119551,07-01-2016,9.764
119551,14-01-2016,9.7827
119551,21-01-2016,9.6728
119551,28-01-2016,9.78
119551,04-02-2016,9.8816
119551,11-02-2016,9.8656
119551,18-02-2016,9.8982
119551,25-02-2016,9.7113
119551,03-03-2016,9.6254
119551,10-03-2016,9.6066
119551,17-03-2016,9.5281
119551,24-03-2016,9.5863
119551,31-03-2016,9.7433
119551,07-04-2016,9.6555
119551,14-04-2016,9.5947
119551,21-04-2016,9.6166
119551,28-04-2016,9.7444
119551,05-05-2016,9.653
119551,12-05-2016,9.6761
119551,19-05-2016,9.821
119551,26-05-2016,9.6951
119551,02-06-2016,9.5996
119551,09-06-2016,9.5709
119551,16-06-2016,9.5349
119551,23-06-2016,9.6007
119551,30-06-2016,9.6231
119551,07-07-2016,9.4903
119551,14-07-2016,9.5332
119551,21-07-2016,9.493
119551,28-07-2016,9.5936
119551,04-08-2016,9.5492
119551,11-08-2016,9.5044
119551,18-08-2016,9.5494
119551,25-08-2016,9.6115
119551,01-09-2016,9.6498
119551,08-09-2016,9.5235
119551,15-09-2016,9.5683
119551,22-09-2016,9.493
119551,29-09-2016,9.5146
119551,06-10-2016,9.4101
119551,13-10-2016,9.4474
119551,20-10-2016,9.3903
119551,27-10-2016,9.2977
119551,03-11-2016,9.3545
119551,10-11-2016,9.3763
119551,17-11-2016,9.334
119551,24-11-2016,9.4461
119551,01-12-2016,9.4166
119551,08-12-2016,9.4228
119551,15-12-2016,9.4468
119551,22-12-2016,9.4037
119551,29-12-2016,9.4429
119551,05-01-2017,9.4064
119551,12-01-2017,9.3792
119551,19-01-2017,9.4852
119551,26-01-2017,9.41
119551,02-02-2017,9.2322
119551,09-02-2017,9.3548
119551,16-02-2017,9.5494
119551,23-02-2017,9.5222
119551,02-03-2017,9.3785
119551,09-03-2017,9.359
119551,16-03-2017,9.3413
119551,23-03-2017,9.3308
119551,30-03-2017,9.2514
119551,06-04-2017,9.298
119551,13-04-2017,9.3408
119551,20-04-2017,9.2328
119551,27-04-2017,9.2882
119551,04-05-2017,9.4444
119551,11-05-2017,9.4612
119551,18-05-2017,9.4394
119551,25-05-2017,9.4325
119551,01-06-2017,9.4827
119551,08-06-2017,9.3552
119551,15-06-2017,9.3712
119551,22-06-2017,9.3457
119551,29-06-2017,9.4876
119551,06-07-2017,9.4782
119551,13-07-2017,9.6084
119551,20-07-2017,9.5274
119551,27-07-2017,9.576
119551,03-08-2017,9.6043
119551,10-08-2017,9.5414
119551,17-08-2017,9.5587
119551,24-08-2017,9.6553
119551,31-08-2017,9.6341
119551,07-09-2017,9.5076
119551,14-09-2017,9.51
119551,21-09-2017,9.4452
119551,28-09-2017,9.4231
119551,05-10-2017,9.4207
119551,12-10-2017,9.2959
119551,19-10-2017,9.1795
119551,26-10-2017,9.2186
119551,02-11-2017,9.1837
119551,09-11-2017,8.999
119551,16-11-2017,9.0591
119551,23-11-2017,9.0824
119551,30-11-2017,9.0342
119551,07-12-2017,8.9426
119551,14-12-2017,9.006
119551,21-12-2017,9.0348
119551,28-12-2017,9.2106
119551,04-01-2018,9.2452
119551,11-01-2018,9.2776
119551,18-01-2018,9.2689
119551,25-01-2018,9.3332
119551,01-02-2018,9.3836
119551,08-02-2018,9.4813
119551,15-02-2018,9.4456
119551,22-02-2018,9.4165
119551,01-03-2018,9.3841
119551,08-03-2018,9.4473
119551,15-03-2018,9.5643
119551,22-03-2018,9.533
119551,29-03-2018,9.5044
119551,05-04-2018,9.5321
119551,12-04-2018,9.5172
119551,19-04-2018,9.5935
119551,26-04-2018,9.4245
119551,03-05-2018,9.3659
119551,10-05-2018,9.311
119551,17-05-2018,9.1419
119551,24-05-2018,9.0751
119551,31-05-2018,9.0123
119551,07-06-2018,9.0014
119551,14-06-2018,9.0851
119551,21-06-2018,9.071
119551,28-06-2018,8.9998
119551,05-07-2018,8.9993
119551,12-07-2018,9.0784
119551,19-07-2018,9.0112
119551,26-07-2018,8.9491
119551,02-08-2018,8.9927
119551,09-08-2018,8.9804
119551,16-08-2018,9.0305
119551,23-08-2018,9.0331
119551,30-08-2018,9.0874
119551,06-09-2018,9.0158
119551,13-09-2018,9.0185
119551,20-09-2018,9.007
119551,27-09-2018,8.9229
119551,04-10-2018,8.8149
119551,11-10-2018,8.8668
119551,18-10-2018,8.8454
119551,25-10-2018,8.7766
119551,01-11-2018,8.7734
119551,08-11-2018,8.8561
119551,15-11-2018,8.698
119551,22-11-2018,8.5974
119551,29-11-2018,8.5373
119551,06-12-2018,8.6405
119551,13-12-2018,8.6635
119551,20-12-2018,8.7202
119551,27-12-2018,8.6441
119551,03-01-2019,8.5702
119551,10-01-2019,8.6043
119551,17-01-2019,8.6118
119551,24-01-2019,8.653
119551,31-01-2019,8.6435
119551,07-02-2019,8.6662
119551,14-02-2019,8.6806
119551,21-02-2019,8.7381
119551,28-02-2019,8.798
119551,07-03-2019,8.6875
119551,14-03-2019,8.5348
119551,21-03-2019,8.6066
119551,28-03-2019,8.6918
119551,04-04-2019,8.6243
119551,11-04-2019,8.4995
119551,18-04-2019,8.5096
119551,25-04-2019,8.5764
119551,02-05-2019,8.7031
119551,09-05-2019,8.7426
119551,16-05-2019,8.7201
119551,23-05-2019,8.6612
119551,30-05-2019,8.6655
119551,06-06-2019,8.6482
119551,13-06-2019,8.5814
119551,20-06-2019,8.7255
119551,27-06-2019,8.8536
119551,04-07-2019,8.9376
119551,11-07-2019,8.8754
119551,18-07-2019,8.9396
119551,25-07-2019,8.9889
119551,01-08-2019,9.0244
119551,08-08-2019,9.1182
119551,15-08-2019,9.1682
119551,22-08-2019,9.2261
119551,29-08-2019,9.2768
119551,05-09-2019,9.3058
119551,12-09-2019,9.1768
119551,19-09-2019,9.1866
119551,26-09-2019,9.1494
119551,03-10-2019,9.0594
119551,10-10-2019,9.1849
119551,17-10-2019,9.3156
119551,24-10-2019,9.4206
119551,31-10-2019,9.4436
119551,07-11-2019,9.5494
119551,14-11-2019,9.5542
119551,21-11-2019,9.5735
119551,28-11-2019,9.4936
119551,05-12-2019,9.5275
119551,12-12-2019,9.5359
119551,19-12-2019,9.4404
119551,26-12-2019,9.4403
119551,02-01-2020,9.438
119551,09-01-2020,9.5775
119551,16-01-2020,9.6499
119551,23-01-2020,9.6546
119551,30-01-2020,9.6777
119551,06-02-2020,9.685
119551,13-02-2020,9.6732
119551,20-02-2020,9.5933
119551,27-02-2020,9.5855
119551,05-03-2020,9.5321
119551,12-03-2020,9.4406
119551,19-03-2020,9.483
119551,26-03-2020,9.5165
119551,02-04-2020,9.3842
119551,09-04-2020,9.3788
119551,16-04-2020,9.4572
119551,23-04-2020,9.5412
119551,30-04-2020,9.6233
119551,07-05-2020,9.6301
119551,14-05-2020,9.5689
119551,21-05-2020,9.4897
119551,28-05-2020,9.5197
119551,04-06-2020,9.5524
119551,11-06-2020,9.6546
119551,18-06-2020,9.7434
119551,25-06-2020,9.737
119551,02-07-2020,9.644
119551,09-07-2020,9.6232
119551,16-07-2020,9.6438
119551,23-07-2020,9.6321
119551,30-07-2020,9.5914
119551,06-08-2020,9.6146
119551,13-08-2020,9.5797
119551,20-08-2020,9.5354
119551,27-08-2020,9.563
119551,03-09-2020,9.536
119551,10-09-2020,9.5585
119551,17-09-2020,9.5832
119551,24-09-2020,9.4997
119551,01-10-2020,9.4669
119551,08-10-2020,9.5796
119551,15-10-2020,9.4944
119551,22-10-2020,9.3374
119551,29-10-2020,9.202
119551,05-11-2020,9.2079
119551,12-11-2020,9.2138
119551,19-11-2020,9.2088
119551,26-11-2020,9.302
119551,03-12-2020,9.1068
119551,10-12-2020,9.1393
119551,17-12-2020,9.2571
119551,24-12-2020,9.1773
119551,31-12-2020,9.1531
119551,07-01-2021,9.1016
119551,14-01-2021,9.0401
119551,21-01-2021,9.0201
119551,28-01-2021,9.1268
119551,04-02-2021,9.2646
119551,11-02-2021,9.2434
119551,18-02-2021,9.3879
119551,25-02-2021,9.3944
119551,04-03-2021,9.5299
119551,11-03-2021,9.5266
119551,18-03-2021,9.5404
119551,25-03-2021,9.5721
119551,01-04-2021,9.8194
119551,08-04-2021,9.8902
119551,15-04-2021,9.8382
119551,22-04-2021,9.9184
119551,29-04-2021,9.8936
119551,06-05-2021,9.8588
119551,13-05-2021,9.9344
119551,20-05-2021,9.9409
119551,27-05-2021,9.967
119551,03-06-2021,9.9721
119551,10-06-2021,10.003
119551,17-06-2021,10.041
119551,24-06-2021,9.8894
119551,01-07-2021,9.9461
119551,08-07-2021,9.8719
119551,15-07-2021,9.762
119551,22-07-2021,9.7613
119551,29-07-2021,9.7718
119551,05-08-2021,9.7215
119551,12-08-2021,9.79
119551,19-08-2021,9.6888
119551,26-08-2021,9.6611
119551,02-09-2021,9.6198
119551,09-09-2021,9.62
119551,16-09-2021,9.6454
119551,23-09-2021,9.5714
119551,30-09-2021,9.6307
119551,07-10-2021,9.6394
119551,14-10-2021,9.4974
119551,21-10-2021,9.3524
119551,28-10-2021,9.3552
119551,04-11-2021,9.3424
119551,11-11-2021,9.3384
119551,18-11-2021,9.3401
119551,25-11-2021,9.3606
119551,02-12-2021,9.4354
119551,09-12-2021,9.3553
119551,16-12-2021,9.2713
119551,23-12-2021,9.1939
119551,30-12-2021,9.2188
119551,06-01-2022,9.3143
119551,13-01-2022,9.2859
119551,20-01-2022,9.1038
119551,27-01-2022,8.9833
119551,03-02-2022,8.9271
119551,10-02-2022,8.8908
119551,17-02-2022,8.8653
119551,24-02-2022,8.8716
119551,03-03-2022,8.853
119551,10-03-2022,8.9309
119551,17-03-2022,8.8861
119551,24-03-2022,8.8284
119551,31-03-2022,8.8657
119551,07-04-2022,8.7604
119551,14-04-2022,8.7912
119551,21-04-2022,8.8019
119551,28-04-2022,8.7951
119551,05-05-2022,8.9103
119551,12-05-2022,8.8695
119551,19-05-2022,9.0193
119551,26-05-2022,9.0066
119551,02-06-2022,8.9182
119551,09-06-2022,8.9268
119551,16-06-2022,8.8535
119551,23-06-2022,8.8038
119551,30-06-2022,8.8353
119551,07-07-2022,8.8781
119551,14-07-2022,8.8374
119551,21-07-2022,8.9108
119551,28-07-2022,8.9968
119551,04-08-2022,9.1038
119551,11-08-2022,9.146
119551,18-08-2022,9.2494
119551,25-08-2022,9.114
119551,01-09-2022,9.0944
119551,08-09-2022,9.035
119551,15-09-2022,9.0472
119551,22-09-2022,9.0095
119551,29-09-2022,9.0011
119551,06-10-2022,9.1402
119551,13-10-2022,9.1315
119551,20-10-2022,9.1654
119551,27-10-2022,9.152
119551,03-11-2022,9.1612
119551,10-11-2022,9.1653
119551,17-11-2022,9.2019
119551,24-11-2022,9.2913
119551,01-12-2022,9.4175
119551,08-12-2022,9.4446
119551,15-12-2022,9.4929
119551,22-12-2022,9.4093
119551,29-12-2022,9.4065
119551,05-01-2023,9.481
119551,12-01-2023,9.5504
119551,19-01-2023,9.5704
119551,26-01-2023,9.6421
119551,02-02-2023,9.6838
119551,09-02-2023,9.7807
119551,16-02-2023,9.8073
119551,23-02-2023,9.7833
119551,02-03-2023,9.8135
119551,09-03-2023,9.5873
119551,16-03-2023,9.6205
119551,23-03-2023,9.3436
119551,30-03-2023,9.2185
119551,06-04-2023,9.2555
119551,13-04-2023,9.2946
119551,20-04-2023,9.2118
119551,27-04-2023,9.163
119551,04-05-2023,9.2672
119551,11-05-2023,9.235
119551,18-05-2023,9.4044
